日期,中行汇买价,中行钞买价,中行钞卖价,央行中间价
2016-04-15,646.2200,641.0400,648.8100,649.0800
2016-04-14,647.0200,641.8300,649.6100,648.9100
2016-04-13,646.5200,641.3400,649.1100,645.9100
2016-04-12,645.2200,640.0500,647.8100,646.1600
2016-04-11,644.5300,639.3600,647.1100,646.4900
2016-04-08,645.4200,640.2500,648.0100,647.3300
2016-04-07,645.7200,640.5500,648.3100,647.0700
2016-04-06,646.8700,641.6900,649.4600,647.5400
2016-04-05,646.3200,641.1400,648.9100,646.6300
2016-04-04,646.2200,641.0400,648.8100,645.8500
2016-04-01,646.2200,641.0400,648.8100,645.8500
2016-03-31,644.3300,639.1600,646.9100,646.1200
2016-03-30,645.7200,640.5500,648.3100,648.4100
2016-03-29,649.5200,644.3100,652.1200,650.6000
2016-03-28,649.7200,644.5100,652.3200,652.3200
2016-03-25,650.1100,644.9000,652.7200,652.2300
2016-03-24,650.1100,644.9000,652.7200,651.5000
2016-03-23,649.0200,643.8100,651.6200,649.3600
2016-03-22,647.7200,642.5300,650.3200,649.7100
2016-03-21,647.1200,641.9300,649.7100,648.2400
2016-03-18,646.1200,640.9400,648.7100,646.2800
2016-03-17,646.5200,641.3400,649.1100,649.6100
2016-03-16,650.8100,645.6000,653.4200,651.7200
2016-03-15,650.1100,644.9000,652.7200,650.7900
2016-03-14,648.4200,643.2200,651.0200,649.1300
2016-03-11,648.2200,643.0200,650.8200,649.0500
2016-03-10,649.7200,644.5100,652.3200,651.2700
2016-03-09,650.1100,644.9000,652.7200,651.0600
2016-03-08,648.9200,643.7200,651.5200,650.4100
2016-03-07,650.3600,645.1500,652.9700,651.1300
2016-03-04,649.9200,644.7100,652.5200,652.8400
2016-03-03,652.2100,646.9800,654.8200,654.1200
2016-03-02,653.7100,648.4700,656.3300,654.9000
2016-03-01,653.9100,648.6700,656.5300,653.8500
2016-02-29,653.9100,648.6700,656.5300,654.5200
2016-02-26,652.5100,647.2800,655.1300,653.3800
2016-02-25,652.0100,646.7800,654.6200,653.1800
2016-02-24,652.1100,646.8800,654.7200,653.0200
2016-02-23,651.5600,646.3400,654.1700,652.7300
2016-02-22,650.8100,645.6000,653.4200,651.6500
2016-02-19,650.7100,645.5000,653.3200,651.8600
2016-02-18,650.3100,645.1000,652.9200,651.5200
2016-02-17,651.5100,646.2900,654.1200,652.3700
2016-02-16,650.4100,645.2000,653.0200,651.3000
2016-02-15,648.2200,643.0200,650.8200,651.1800
2016-02-12,654.7800,650.1800,658.7200,653.1400
2016-02-11,654.7800,650.1800,658.7200,653.1400
2016-02-10,654.6300,650.0300,658.5700,653.1400
2016-02-09,655.0300,650.4300,658.9700,653.1400
2016-02-08,655.0300,650.4300,658.9700,653.1400
2016-02-05,655.1000,649.8500,657.7300,653.1400
2016-02-04,655.1000,649.8500,657.7300,654.1900
2016-02-03,656.4000,651.1400,659.0300,655.2100
2016-02-02,656.6000,651.3400,659.2300,655.1000
2016-02-01,656.5000,651.2400,659.1300,655.3900
2016-01-29,656.2000,650.9400,658.8300,655.1600
2016-01-28,656.2200,650.9600,658.8500,655.2800
2016-01-27,656.4500,651.1900,659.0800,655.3300
2016-01-26,656.8300,651.5700,659.4700,655.4800
2016-01-25,656.5400,651.2800,659.1800,655.5700
2016-01-22,656.4800,651.2200,659.1200,655.7200
2016-01-21,656.5300,651.2700,659.1700,655.8500
2016-01-20,656.5800,651.3200,659.2200,655.7800
2016-01-19,656.5300,651.2700,659.1700,655.9600
2016-01-18,656.5800,651.3200,659.2200,655.9000
2016-01-15,657.2300,651.9600,659.8700,656.3700
2016-01-14,657.7800,652.5100,660.4200,656.1600
2016-01-13,656.2300,650.9700,658.8700,656.3000
2016-01-12,656.3300,651.0700,658.9700,656.2800
2016-01-11,655.9400,650.6800,658.5600,656.2600
2016-01-08,658.2800,653.0000,660.9200,656.3600
2016-01-07,657.9800,652.7100,660.6200,656.4600
2016-01-06,654.3400,649.0900,656.9600,653.1400
2016-01-05,650.4000,645.1800,653.0000,651.6900
2016-01-04,651.9200,646.7000,654.5400,650.3200
2015-12-31,648.0000,642.8100,650.6000,649.3600
2015-12-30,646.2500,641.0700,648.8500,647.1300
2015-12-29,647.2200,642.0300,649.8200,648.6400
2015-12-28,647.5000,642.3100,650.1000,647.5000
2015-12-25,646.2500,641.0700,648.8500,647.1300
2015-12-24,646.2200,641.0400,648.8200,647.5500
2015-12-23,646.4000,641.2200,649.0000,647.3100
2015-12-22,646.5000,641.3200,649.1000,647.4600
2015-12-21,646.7800,641.6000,649.3800,647.5300
2015-12-18,646.8000,641.6200,649.4000,648.1400
2015-12-17,647.0000,641.8200,649.6000,647.5700
2015-12-16,646.0100,640.8300,648.5900,646.2600
2015-12-15,644.9100,639.7400,647.4900,645.5900
2015-12-14,644.5700,639.4000,647.1500,644.9500
2015-12-11,644.3100,639.1400,646.8900,643.5800
2015-12-10,642.5100,637.3600,645.0900,642.3600
2015-12-09,641.5100,636.3700,644.0900,641.4000
2015-12-08,640.4700,635.3300,643.0300,640.7800
2015-12-07,639.4700,634.3400,642.0300,639.8500
2015-12-04,638.8200,633.7000,641.3800,638.5100
2015-12-03,638.5200,633.4000,641.0800,639.8200
2015-12-02,638.5200,633.4000,641.0800,639.5800
2015-12-01,638.5200,633.4000,641.0800,639.7300
2015-11-30,638.4700,633.3500,641.0300,639.6200
2015-11-27,638.1700,633.0600,640.7300,639.1500
2015-11-26,637.6200,632.5100,640.1800,638.9600
2015-11-25,637.5700,632.4600,640.1300,638.7700
2015-11-24,637.5200,632.4100,640.0800,638.8800
2015-11-23,637.6200,632.5100,640.1800,638.6700
2015-11-20,637.2200,632.1200,639.7800,637.8000
2015-11-19,637.0200,631.9200,639.5800,637.9100
2015-11-18,637.1200,632.0200,639.6800,637.9600
2015-11-17,636.5200,631.4200,639.0800,637.4000
2015-11-16,635.8300,630.7300,638.3700,637.5000
2015-11-13,636.0300,630.9300,638.5700,636.5500
2015-11-12,635.5300,630.4300,638.0700,636.2800
2015-11-11,635.3300,630.2300,637.8700,636.1400
2015-11-10,634.7800,629.6900,637.3200,636.0200
2015-11-09,634.9300,629.8400,637.4700,635.7800
2015-11-06,633.2300,628.1600,635.7700,634.5900
2015-11-05,633.1900,628.1200,635.7300,633.8100
2015-11-04,632.2800,627.2100,634.8200,633.4300
2015-11-03,632.4800,627.4100,635.0200,633.1000
2015-11-02,632.6300,627.5600,635.1700,631.5400
2015-10-30,630.5400,625.4800,633.0600,634.9500
2015-10-29,634.2800,629.1900,636.8200,635.9600
2015-10-28,634.5300,629.4400,637.0700,635.3600
2015-10-27,633.9700,628.8900,636.5100,634.9400
2015-10-26,633.9800,628.9000,636.5200,635.4900
2015-10-23,633.6800,628.6000,636.2200,635.9500
2015-10-22,634.3800,629.2900,636.9200,634.9700
2015-10-21,633.4300,628.3500,635.9700,634.7300
2015-10-20,633.4300,628.3500,635.9700,636.1400
2015-10-19,634.6300,629.5400,637.1700,635.2700
2015-10-16,633.9300,628.8500,636.4700,634.3600
2015-10-15,633.1800,628.1100,635.7200,634.0200
2015-10-14,633.4500,628.3700,635.9900,634.0800
2015-10-13,632.8800,627.8100,635.4200,632.3100
2015-10-12,630.9800,625.9200,633.5000,634.0600
2015-10-09,632.9800,627.9100,635.5200,634.9300
2015-10-08,633.9300,628.8500,636.4700,635.0500
2015-10-07,634.5300,629.4400,637.0700,636.1300
2015-10-06,634.5300,629.4400,637.0700,636.1300
2015-10-05,634.4300,629.3400,636.9700,636.1300
2015-10-02,634.4300,629.3400,636.9700,636.1300
2015-10-01,634.4300,629.3400,636.9700,636.1300
2015-09-30,634.3300,629.2400,636.8700,636.1300
2015-09-29,635.0300,629.9400,637.5700,636.6000
2015-09-28,635.5800,630.4800,638.1200,637.2900
2015-09-25,636.2100,631.1100,638.7500,637.8500
2015-09-24,636.7200,631.6200,639.2800,637.9100
2015-09-23,637.0000,631.9000,639.5600,637.7300
2015-09-22,636.2300,631.1300,638.7800,637.2100
2015-09-21,635.6400,630.5400,638.1800,636.7600
2015-09-18,635.0800,629.9900,637.6200,636.0700
2015-09-17,635.3300,630.2300,637.8700,636.7000
2015-09-16,635.7800,630.6800,638.3200,637.1200
2015-09-15,635.6300,630.5300,638.1700,636.6500
2015-09-14,635.6100,630.5100,638.1500,637.0900
2015-09-11,636.3200,631.2200,638.8800,637.1900
2015-09-10,636.4700,631.3700,639.0300,637.7200
2015-09-09,636.5700,631.4700,639.1300,636.3200
2015-09-08,635.5300,630.4300,638.0700,636.3900
2015-09-07,635.4300,630.3300,637.9700,635.8400
2015-09-06,634.4300,629.3400,636.9700,636.1900
2015-09-04,633.9400,629.4900,637.7600,636.1900
2015-09-03,634.4300,629.3400,636.9700,636.1900
2015-09-02,635.1300,630.0400,637.6700,637.5200
2015-09-01,635.1300,630.0400,637.6700,637.5200
2015-08-31,636.4700,631.3700,639.0300,638.9300
2015-08-28,637.8200,632.7100,640.3800,639.8600
2015-08-27,639.2200,634.1000,641.7800,640.8500
2015-08-26,639.7700,634.6400,642.3300,640.4300
2015-08-25,639.9200,634.7900,642.4800,639.8700
2015-08-24,639.3700,634.2400,641.9300,638.6200
2015-08-23,637.5700,632.4600,640.1300,638.6400
2015-08-22,637.5700,632.4600,640.1300,638.6400
2015-08-21,637.6400,632.5300,640.2000,638.6400
2015-08-20,637.5700,632.4600,640.1300,639.1500
2015-08-19,638.2700,633.1500,640.8300,639.6300
2015-08-18,638.0700,632.9600,640.6300,639.6600
2015-08-17,638.2200,633.1100,640.7800,639.6900
2015-08-14,637.7200,632.6100,640.2800,639.7500
2015-08-13,638.6200,633.5000,641.1800,640.1000
2015-08-12,637.4200,632.3100,639.9800,633.0600
2015-08-11,631.0400,625.9800,633.5600,622.9800
2015-08-10,619.6700,614.7000,622.1500,611.6200
2015-08-09,619.6400,614.6700,622.1200,611.7400
2015-08-08,619.6400,614.6700,622.1200,611.7400
2015-08-07,619.6400,614.6700,622.1200,611.7400
2015-08-06,619.6400,614.6700,622.1200,611.8100
2015-08-05,619.6600,614.6900,622.1400,611.8600
2015-08-04,619.6400,614.6700,622.1200,611.7700
2015-08-03,619.6700,614.7000,622.1500,611.6900
2015-08-02,619.6500,614.6800,622.1300,611.7200
2015-08-01,619.6500,614.6800,622.1300,611.7200
2015-07-31,619.6500,614.6800,622.1300,611.7200
2015-07-30,619.6200,614.6500,622.1000,611.6500
2015-07-29,619.5900,614.6200,622.0700,611.5000
2015-07-28,619.6200,614.6500,622.1000,611.5400
2015-07-27,619.6800,614.7100,622.1600,611.7600
2015-07-26,619.6200,614.6500,622.1000,611.6900
2015-07-25,619.6200,614.6500,622.1000,611.6900
2015-07-24,619.6200,614.6500,622.1000,611.6900
2015-07-23,619.6200,614.6500,622.1000,611.7200
2015-07-22,619.6300,614.6600,622.1100,611.6800
2015-07-21,619.6300,614.6600,622.1100,611.9900
2015-07-20,619.6600,614.6900,622.1400,611.9700
2015-07-19,619.6000,614.6300,622.0800,611.9200
2015-07-18,619.6000,614.6300,622.0800,611.9200
2015-07-17,619.6000,614.6300,622.0800,611.9200
2015-07-16,619.5900,614.6200,622.0700,611.7300
2015-07-15,619.6100,614.6400,622.0900,611.5200
2015-07-14,619.5600,614.5900,622.0400,611.6500
2015-07-13,619.5300,614.5600,622.0100,611.3300
2015-07-12,619.6100,614.6400,622.0900,611.5300
2015-07-11,619.6100,614.6400,622.0900,611.5300
2015-07-10,619.6100,614.6400,622.0900,611.5300
2015-07-09,619.5600,614.5900,622.0400,611.5100
2015-07-08,619.6100,614.6400,622.0900,611.7500
2015-07-07,619.7100,614.7400,622.1900,611.6600
2015-07-06,619.5900,614.6200,622.0700,611.7200
2015-07-05,619.2600,614.3000,621.7400,611.6000
2015-07-04,619.2600,614.3000,621.7400,611.6000
2015-07-03,619.2600,614.3000,621.7400,611.6000
2015-07-02,619.1900,614.2300,621.6700,611.7100
2015-07-01,618.8600,613.9000,621.3400,611.4900
2015-06-30,618.8000,613.8400,621.2800,611.3600
2015-06-29,619.5300,614.5600,622.0100,611.6800
2015-06-28,619.5800,614.6100,622.0600,611.3700
2015-06-27,619.5800,614.6100,622.0600,611.3700
2015-06-26,619.5800,614.6100,622.0600,611.3700
2015-06-25,619.6000,614.6300,622.0800,611.4800
2015-06-24,619.4000,614.4300,621.8800,611.4200
2015-06-23,619.3400,614.3700,621.8200,611.1900
2015-06-22,619.5600,614.5900,622.0400,611.0400
2015-06-21,619.6100,614.6400,622.0900,611.0400
2015-06-20,619.6100,614.6400,622.0900,611.0400
2015-06-19,619.6100,614.6400,622.0900,611.0400
2015-06-18,619.3600,614.3900,621.8400,611.2600
2015-06-17,619.5100,614.5400,621.9900,611.5800
2015-06-16,619.5100,614.5400,621.9900,611.5500
2015-06-15,619.5600,614.5900,622.0400,611.6900
2015-06-14,619.5400,614.5700,622.0200,611.6700
2015-06-13,619.5400,614.5700,622.0200,611.6700
2015-06-12,619.5400,614.5700,622.0200,611.6700
2015-06-11,619.0600,614.1000,621.5400,611.5000
2015-06-10,619.2900,614.3200,621.7700,611.7300
2015-06-09,619.2800,614.3100,621.7600,611.7900
2015-06-08,619.2600,614.3000,621.7400,612.0500
2015-06-05,619.0400,614.0800,621.5200,611.8100
2015-06-04,618.7600,613.8000,621.2400,611.6400
2015-06-03,618.4700,613.5100,620.9500,611.7600
2015-06-02,618.4600,613.5000,620.9400,612.2500
2015-06-01,618.6600,613.7000,621.1400,612.0700
2015-05-31,618.5100,613.5500,620.9900,611.9600
2015-05-30,618.5100,613.5500,620.9900,611.9600
2015-05-29,618.5100,613.5500,620.9900,611.9600
2015-05-28,618.8100,613.8500,621.2900,612.0200
2015-05-27,618.8400,613.8800,621.3200,611.9800
2015-05-26,619.0900,614.1300,621.5700,611.7200
2015-05-25,618.9100,613.9500,621.3900,611.6500
2015-05-24,618.5600,613.6000,621.0400,611.3100
2015-05-23,618.5600,613.6000,621.0400,611.3100
2015-05-22,618.5600,613.6000,621.0400,611.3100
2015-05-21,618.3600,613.4000,620.8400,611.3900
2015-05-20,619.0600,614.1000,621.5400,611.2500
2015-05-19,619.3100,614.3400,621.7900,610.9800
2015-05-18,619.1100,614.1500,621.5900,610.7900
2015-05-17,619.4100,614.4400,621.8900,610.8500
2015-05-16,619.4100,614.4400,621.8900,610.8500
2015-05-15,619.4100,614.4400,621.8900,610.8500
2015-05-14,618.8100,613.8500,621.2900,610.9300
2015-05-13,619.1100,614.1500,621.5900,611.2300
2015-05-12,619.6100,614.6400,622.0900,611.5500
2015-05-11,619.6600,614.6900,622.1400,611.3200
2015-05-10,619.6100,614.6400,622.0900,611.4700
2015-05-09,619.6100,614.6400,622.0900,611.4700
2015-05-08,619.6100,614.6400,622.0900,611.4700
2015-05-07,619.3100,614.3400,621.7900,611.1300
2015-05-06,618.7100,613.7500,621.1900,611.5600
2015-05-05,619.2600,614.3000,621.7400,611.8000
2015-05-04,619.6800,614.7100,622.1600,611.6500
2015-05-02,619.0100,614.0500,621.4900,611.3700
2015-05-01,619.0100,614.0500,621.4900,611.3700
2015-04-30,618.7600,613.8000,621.2400,611.3700
2015-04-29,618.6800,613.7200,621.1600,611.6900
2015-04-28,619.2600,614.3000,621.7400,612.0900
2015-04-27,620.8600,615.8800,623.3400,612.2000
2015-04-26,618.0600,613.1100,620.5400,612.4100
2015-04-25,618.0600,613.1100,620.5400,612.4100
2015-04-24,618.0600,613.1100,620.5400,612.4100
2015-04-23,618.4600,613.5000,620.9400,612.8100
2015-04-22,618.1100,613.1600,620.5900,612.9000
2015-04-21,618.9400,613.9800,621.4200,612.8000
2015-04-20,618.8600,613.9000,621.3400,612.5500
2015-04-19,618.5100,613.5500,620.9900,612.6700
2015-04-18,618.5100,613.5500,620.9900,612.6700
2015-04-17,618.5100,613.5500,620.9900,612.6700
2015-04-16,618.2600,613.3100,620.7400,613.0500
2015-04-15,619.2100,614.2500,621.6900,613.4000
2015-04-14,619.8400,614.8700,622.3200,614.0700
2015-04-13,620.3600,615.3800,622.8400,613.9500
2015-04-12,619.4600,614.4900,621.9400,613.7000
2015-04-11,619.4600,614.4900,621.9400,613.7000
2015-04-10,619.4600,614.4900,621.9400,613.7000
2015-04-09,619.2600,614.3000,621.7400,613.3800
2015-04-08,618.9900,614.0300,621.4700,613.4500
2015-04-07,618.5600,613.6000,621.0400,613.0500
2015-04-06,618.0600,613.1100,620.5400,613.4800
2015-04-05,618.0600,613.1100,620.5400,613.4800
2015-04-03,618.0600,613.1100,620.5400,613.4800
2015-04-02,618.4600,613.5000,620.9400,613.9600
2015-04-01,618.5600,613.6000,621.0400,614.3400
2015-03-31,618.2100,613.2600,620.6900,614.2200
2015-03-30,619.4100,614.4400,621.8900,614.0200
2015-03-29,620.5100,615.5300,622.9900,613.9700
2015-03-28,620.5100,615.5300,622.9900,613.9700
2015-03-27,620.5100,615.5300,622.9900,613.9700
2015-03-26,619.8100,614.8400,622.2900,613.7500
2015-03-25,620.0100,615.0400,622.4900,614.1000
2015-03-24,619.3100,614.3400,621.7900,613.9800
2015-03-23,620.3600,615.3800,622.8400,614.4800
2015-03-22,619.6600,614.6900,622.1400,614.9600
2015-03-21,619.3600,614.3900,621.8400,614.9600
2015-03-20,619.6600,614.6900,622.1400,614.9600
2015-03-19,618.3100,613.3500,620.7900,614.6000
2015-03-18,621.6700,616.6900,624.1700,615.5600
2015-03-17,623.5500,618.5500,626.0500,615.8500
2015-03-16,624.9500,619.9400,627.4500,616.1500
2015-03-15,624.9000,619.8900,627.4000,615.8800
2015-03-14,624.8000,619.7900,627.3000,615.8800
2015-03-13,625.0500,620.0400,627.5500,615.8800
2015-03-12,624.9900,619.9800,627.4900,616.1700
2015-03-11,625.0300,620.0200,627.5300,615.9700
2015-03-10,624.8900,619.8800,627.3900,615.7200
2015-03-09,625.1500,620.1400,627.6500,615.6300
2015-03-08,625.0200,620.0100,627.5200,615.3300
2015-03-07,625.0200,620.0100,627.5200,615.3300
2015-03-06,625.0200,620.0100,627.5200,615.3300
2015-03-05,625.3000,620.2800,627.8000,615.2800
2015-03-04,625.7700,620.7500,628.2700,615.2500
2015-03-03,626.1200,621.1000,628.6200,615.4300
2015-03-02,625.9800,620.9600,628.4800,615.1300
2015-03-01,625.7100,620.6900,628.2100,614.7500
2015-02-28,624.9800,620.5900,628.7400,614.7500
2015-02-27,625.6100,620.5900,628.1100,614.7500
2015-02-26,624.5300,619.5200,627.0300,613.7900
2015-02-25,624.7500,619.7400,627.2500,613.8400
2015-02-24,624.3000,619.2900,626.8000,613.3000
2015-02-23,624.3000,619.2900,626.8000,613.3000
2015-02-22,624.2500,619.2500,626.7500,613.3000
2015-02-21,624.2500,619.2500,626.7500,613.3000
2015-02-20,624.3500,619.3400,626.8500,613.3000
2015-02-19,624.3500,619.3400,626.8500,613.3000
2015-02-18,624.3500,619.3400,626.8500,613.3000
2015-02-17,624.2500,619.2500,626.7500,613.3000
2015-02-16,623.5000,618.5000,626.0000,612.7300
2015-02-15,622.0000,617.6300,625.7400,612.8800
2015-02-14,622.6200,617.6300,625.1200,612.8800
2015-02-13,621.9300,617.5600,625.6700,612.8800
2015-02-12,623.1000,618.1100,625.6000,613.3300
2015-02-11,622.9000,617.9100,625.4000,613.1500
2015-02-10,622.8000,617.8100,625.3000,612.9500
2015-02-09,623.3500,618.3500,625.8500,613.1100
2015-02-06,622.2500,617.2700,624.7500,612.6100
2015-02-05,623.8500,618.8500,626.3500,613.6600
2015-02-04,623.4000,618.4000,625.9000,613.1800
2015-02-03,624.4000,619.3900,626.9000,613.6900
2015-02-02,624.7300,619.7200,627.2300,613.8500
2015-02-01,624.0500,619.0500,626.5500,613.7000
2015-01-31,624.0500,619.0500,626.5500,613.7000
2015-01-30,624.0500,619.0500,626.5500,613.7000
2015-01-29,623.3000,618.3000,625.8000,613.3500
2014-12-28,619.9600,614.9900,622.4400,611.8600
2014-12-27,619.9600,614.9900,622.4400,611.8600
2014-12-26,619.9600,614.9900,622.4400,611.8600
2014-12-25,618.6600,613.7000,621.1400,612.1300
2014-12-24,620.2600,615.2900,622.7400,612.4700
2014-12-23,621.3000,616.3200,623.8000,612.3000
2014-12-22,621.1100,616.1300,623.5900,612.2000
2014-12-21,620.8800,615.9000,623.3600,612.0500
2014-12-20,620.8800,615.9000,623.3600,612.0500
2014-12-19,620.8800,615.9000,623.3600,612.0500
2014-12-18,620.3600,615.3800,622.8400,611.9500
2014-12-17,618.4400,613.4800,620.9200,611.3700
2014-12-16,617.6400,612.6900,620.1200,611.8200
2014-12-15,617.8100,612.8600,620.2900,611.5200
2014-12-14,617.3600,612.4100,619.8400,611.8400
2014-12-13,617.3600,612.4100,619.8400,611.8400
2014-12-12,617.3600,612.4100,619.8400,611.8400
2014-12-11,617.5100,612.5600,619.9900,611.5300
2014-12-10,616.3100,611.3700,618.7900,611.9500
2014-12-09,617.1100,612.1700,619.5900,612.3100
2014-12-08,615.9700,611.0300,618.4300,612.8200
2014-12-07,613.6300,608.7100,616.0900,613.7300
2014-12-06,613.6300,608.7100,616.0900,613.7300
2014-12-05,613.6300,608.7100,616.0900,613.7300
2014-12-04,614.1700,609.2500,616.6300,614.1100
2014-12-03,613.7700,608.8500,616.2300,613.7600
2014-12-02,613.6700,608.7500,616.1300,613.2500
2014-12-01,613.9500,609.0300,616.4100,613.6900
2014-11-30,612.9700,608.0600,615.4300,613.4500
2014-11-29,612.9700,608.0600,615.4300,613.4500
2014-11-28,612.9700,608.0600,615.4300,613.4500
2014-11-27,612.4700,607.5600,614.9300,613.2000
2014-11-26,612.5200,607.6100,614.9800,613.5400
2014-11-25,612.3400,607.4300,614.8000,613.9000
2014-11-24,613.0200,608.1100,615.4800,614.2000
2014-11-23,611.1300,606.2300,613.5700,613.8700
2014-11-22,611.1300,606.2300,613.5700,613.8700
2014-11-21,611.1300,606.2300,613.5700,613.8700
2014-11-20,611.0800,606.1800,613.5200,614.1700
2014-11-19,610.6300,605.7300,613.0700,613.9700
2014-11-18,610.7800,605.8800,613.2200,614.3000
2014-11-17,611.1300,606.2300,613.5700,614.0900
2014-11-16,611.6700,606.7700,614.1300,613.9900
2014-11-15,611.6700,606.7700,614.1300,613.9900
2014-11-14,611.6700,606.7700,614.1300,613.9900
2014-11-13,611.1800,606.2800,613.6200,614.1800
2014-11-12,611.3200,606.4200,613.7800,614.2800
2014-11-11,611.1800,606.2800,613.6200,614.1300
2014-11-10,610.6800,605.7800,613.1200,613.7700
2014-11-09,611.0300,606.1300,613.4700,616.0200
2014-11-08,611.0300,606.1300,613.4700,616.0200
2014-11-07,611.0300,606.1300,613.4700,616.0200
2014-11-06,609.9300,605.0400,612.3700,615.6500
2014-11-05,610.1300,605.2400,612.5700,615.0300
2014-11-04,610.1800,605.2900,612.6200,615.4300
2014-11-03,610.4800,605.5800,612.9200,615.2500
2014-11-02,609.9300,605.0400,612.3700,614.6100
2014-11-01,609.8800,604.9900,612.3200,614.6100
2014-10-31,610.0300,605.1400,612.4700,614.6100
2014-10-30,610.2300,605.3400,612.6700,614.5700
2014-10-29,609.7800,604.8900,612.2200,614.0500
2014-10-28,609.9800,605.0900,612.4200,614.2100
2014-10-27,610.3300,605.4300,612.7700,614.4600
2014-10-26,610.3300,605.4300,612.7700,614.6700
2014-10-25,610.3300,605.4300,612.7700,614.6700
2014-10-24,610.3300,605.4300,612.7700,614.6700
2014-10-23,610.6200,605.7200,613.0600,614.5900
2014-10-22,610.4600,605.5600,612.9000,614.3700
2014-10-21,610.9800,606.0800,613.4200,614.1000
2014-10-20,611.0800,606.1800,613.5200,614.3500
2014-10-19,611.0800,606.1800,613.5200,614.0700
2014-10-18,611.0800,606.1800,613.5200,614.0700
2014-10-17,610.9800,606.0800,613.4200,614.0700
2014-10-16,610.9800,606.0800,613.4200,613.9500
2014-10-15,611.2300,606.3300,613.6700,614.5500
2014-10-14,611.1300,606.2300,613.5700,614.0800
2014-10-13,611.2800,606.3800,613.7300,614.4600
2014-10-12,611.6700,606.7700,614.1300,614.7000
2014-10-11,611.6700,606.7700,614.1300,614.7000
2014-10-10,611.6700,606.7700,614.1300,614.7000
2014-10-09,611.6700,606.7700,614.1300,614.6100
2014-10-08,612.5200,607.6100,614.9800,614.9300
2014-10-07,612.7700,607.8600,615.2300,615.2500
2014-10-06,612.6900,607.7800,615.1500,615.2500
2014-10-05,612.5700,607.6600,615.0300,615.2500
2014-10-04,612.5700,607.6600,615.0300,615.2500
2014-10-03,613.5700,608.6500,616.0300,615.2500
2014-10-02,612.6700,607.7600,615.1300,615.2500
2014-10-01,612.6200,607.7100,615.0800,615.2500
2014-09-30,612.5700,607.6600,615.0300,615.2500
2014-09-29,613.5700,608.6500,616.0300,615.3900
2014-09-28,610.7400,606.4500,614.4200,615.0800
2014-09-27,611.3500,606.4500,613.8100,615.0800
2014-09-26,611.1800,606.2800,613.6200,615.0800
2014-09-25,612.2700,607.3700,614.7300,614.9700
2014-09-24,612.0700,607.1700,614.5300,614.6200
2014-09-23,612.4200,607.5100,614.8800,614.7000
2014-09-22,612.8100,607.9000,615.2700,614.8500
2014-09-20,612.6700,607.7600,615.1300,614.5500
2014-09-19,612.6700,607.7600,615.1300,614.5500
2014-09-18,612.7700,607.8600,615.2300,614.9000
2014-09-17,612.6200,607.7100,615.0800,614.5000
2014-09-16,613.3100,608.3900,615.7700,614.6200
2014-09-15,612.9200,608.0100,615.3800,614.5200
2014-09-14,612.1200,607.2200,614.5800,614.6800
2014-09-13,612.1200,607.2200,614.5800,614.6800
2014-09-12,612.1200,607.2200,614.5800,614.6800
2014-09-11,611.6700,606.7700,614.1300,614.5300
2014-09-10,611.6200,606.7200,614.0800,614.2500
2014-09-09,612.2700,607.3700,614.7300,615.2000
2014-09-08,612.7700,607.8600,615.2300,617.0700
2014-09-07,612.7200,607.8100,615.1800,617.0700
2014-09-06,612.7200,607.8100,615.1800,617.0700
2014-09-05,612.7200,607.8100,615.1800,617.0700
2014-09-04,612.4200,607.5100,614.8800,616.6600
2014-09-03,612.7700,607.8600,615.2300,616.9700
2014-09-02,613.4700,608.5500,615.9300,616.8400
2014-09-01,613.0700,608.1600,615.5300,616.8000
2014-08-31,612.9200,608.0100,615.3800,616.4700
2014-08-30,612.9200,608.0100,615.3800,616.4700
2014-08-29,612.9200,608.0100,615.3800,616.4700
2014-08-28,612.9200,608.0100,615.3800,616.3800
2014-08-27,613.0100,608.1000,615.4700,616.5800
2014-08-26,613.8900,608.9700,616.3500,616.6300
2014-08-25,614.2200,609.3000,616.6800,616.5300
2014-08-24,613.8700,608.9500,616.3300,616.1700
2014-08-23,613.8700,608.9500,616.3300,616.1700
2014-08-22,613.8700,608.9500,616.3300,616.1700
2014-08-21,613.7200,608.8000,616.1800,616.3200
2014-08-20,612.7700,607.8600,615.2300,615.8000
2014-08-19,612.7700,607.8600,615.2300,615.4800
2014-08-18,613.0200,608.1100,615.4800,615.2800
2014-08-17,613.3200,608.4000,615.7800,615.3800
2014-08-16,613.3200,608.4000,615.7800,615.3800
2014-08-15,613.3200,608.4000,615.7800,615.3800
2014-08-14,614.0700,609.1500,616.5300,615.4500
2014-08-13,614.0700,609.1500,616.5300,615.3300
2014-08-12,614.4700,609.5400,616.9300,615.1700
2014-08-11,614.0200,609.1000,616.4800,615.2200
2014-08-10,614.2700,609.3500,616.7300,615.6200
2014-08-09,614.2700,609.3500,616.7300,615.6200
2014-08-08,614.2700,609.3500,616.7300,615.6200
2014-08-07,614.8700,609.9400,617.3300,616.7000
2014-08-06,614.9700,610.0400,617.4300,616.8100
2014-08-05,615.6800,610.7400,618.1400,616.5500
2014-08-04,616.5100,611.5700,618.9900,616.6100
2014-08-03,616.5600,611.6200,619.0400,616.8100
2014-08-02,616.5600,611.6200,619.0400,616.8100
