日期,中行汇买价,中行钞买价,中行钞卖价,央行中间价
2014-08-01,616.5600,611.6200,619.0400,616.8100
2014-07-31,615.9200,610.9800,618.3800,616.7500
2014-07-30,615.7700,610.8300,618.2300,616.4500
2014-07-29,616.7900,611.8500,619.2700,616.1500
2014-07-28,617.3600,612.4100,619.8400,616.2200
2014-07-27,617.7600,612.8100,620.2400,615.9700
2014-07-26,617.7600,612.8100,620.2400,615.9700
2014-07-25,617.7600,612.8100,620.2400,615.9700
2014-07-24,618.1100,613.1600,620.5900,615.7900
2014-07-23,618.3600,613.4000,620.8400,615.7200
2014-07-22,619.0100,614.0500,621.4900,615.4400
2014-07-21,619.5400,614.5700,622.0200,615.4700
2014-07-20,619.3600,614.3900,621.8400,615.6800
2014-07-19,619.3600,614.3900,621.8400,615.6800
2014-07-18,619.3600,614.3900,621.8400,615.6800
2014-07-17,619.0600,614.1000,621.5400,615.6400
2014-07-16,619.1100,614.1500,621.5900,615.3500
2014-07-15,619.4600,614.4900,621.9400,614.9000
2014-07-14,619.2400,614.2800,621.7200,614.8500
2014-07-13,618.9600,614.0000,621.4400,614.6900
2014-07-12,618.9600,614.0000,621.4400,614.6900
2014-07-11,618.9600,614.0000,621.4400,614.6900
2014-07-10,618.8100,613.8500,621.2900,614.4300
2014-07-09,618.5600,613.6000,621.0400,615.6500
2014-07-08,618.7600,613.8000,621.2400,616.2600
2014-07-07,619.0600,614.1000,621.5400,616.5800
2014-07-06,619.0100,614.0500,621.4900,616.4200
2014-07-05,619.0100,614.0500,621.4900,616.4200
2014-07-04,619.0100,614.0500,621.4900,616.4200
2014-07-03,619.9100,614.9400,622.3900,615.8100
2014-07-02,619.6100,614.6400,622.0900,615.4900
2014-07-01,618.6800,613.7200,621.1600,615.2300
2014-06-30,618.8100,613.8500,621.2900,615.2800
2014-06-29,620.2600,615.2900,622.7400,615.4300
2014-06-28,620.2600,615.2900,622.7400,615.4300
2014-06-27,620.2600,615.2900,622.7400,615.4300
2014-06-26,621.2600,616.2800,623.7500,615.3800
2014-06-25,622.0000,617.0200,624.5000,615.5500
2014-06-24,621.6500,616.6700,624.1500,615.4500
2014-06-23,621.3000,616.3200,623.8000,615.5700
2014-06-22,621.1600,616.1800,623.6400,615.2400
2014-06-21,621.1600,616.1800,623.6400,615.2400
2014-06-20,621.1600,616.1800,623.6400,615.2400
2014-06-19,621.4500,616.4700,623.9500,615.3100
2014-06-18,621.7500,616.7700,624.2500,615.5900
2014-06-17,621.2800,616.3000,623.7800,615.2900
2014-06-16,621.1600,616.1800,623.6400,615.3700
2014-06-15,619.6600,614.6900,622.1400,615.0300
2014-06-14,619.6600,614.6900,622.1400,615.0300
2014-06-13,619.6600,614.6900,622.1400,615.0300
2014-06-12,620.3600,615.3800,622.8400,615.1600
2014-06-11,621.4000,616.4200,623.9000,615.0600
2014-06-10,621.2600,616.2800,623.7500,614.5100
2014-06-09,622.4500,617.4600,624.9500,614.8500
2014-06-08,623.5500,618.5500,626.0500,616.2300
2014-06-07,623.5500,618.5500,626.0500,616.2300
2014-06-06,623.5500,618.5500,626.0500,616.2300
2014-06-05,624.0500,619.0500,626.5500,617.0800
2014-06-04,623.5500,618.5500,626.0500,616.9300
2014-06-03,624.0500,619.0500,626.5500,617.1000
2014-06-02,623.3500,618.3500,625.8500,616.9500
2014-06-01,623.2500,618.2600,625.7500,616.9500
2014-05-31,623.2500,618.2600,625.7500,616.9500
2014-05-30,623.2500,618.2600,625.7500,616.9500
2014-05-29,622.4100,617.4200,624.9100,617.0500
2014-05-28,624.1300,619.1300,626.6300,616.9400
2014-05-27,623.4500,618.4500,625.9500,616.8700
2014-05-26,622.6000,617.6100,625.1000,616.9900
2014-05-25,622.2500,617.2700,624.7500,616.8100
2014-05-24,622.2500,617.2700,624.7500,616.8100
2014-05-23,622.2500,617.2700,624.7500,616.8100
2014-05-22,622.1500,617.1700,624.6500,616.5800
2014-05-21,622.0500,617.0700,624.5500,616.4500
2014-05-20,622.4400,617.4500,624.9400,616.2600
2014-05-19,622.4100,617.4200,624.9100,616.3600
2014-05-18,621.9500,616.9700,624.4500,616.2800
2014-05-17,621.9500,616.9700,624.4500,616.2800
2014-05-16,621.9500,616.9700,624.4500,616.2800
2014-05-15,621.6000,616.6200,624.1000,616.4000
2014-05-14,621.4000,616.4200,623.9000,616.5300
2014-05-13,621.5000,616.5200,624.0000,616.3600
2014-05-12,622.3300,617.3400,624.8300,616.2500
2014-05-11,621.3500,616.3700,623.8500,615.8100
2014-05-10,621.3500,616.3700,623.8500,615.8100
2014-05-09,621.3500,616.3700,623.8500,615.8100
2014-05-08,621.4000,616.4200,623.9000,615.5700
2014-05-07,622.0500,617.0700,624.5500,615.4200
2014-05-06,621.2600,616.2800,623.7500,615.6500
2014-05-05,623.0500,618.0600,625.5500,615.6000
2014-05-04,624.3500,619.3400,626.8500,615.8000
2014-05-03,624.4500,619.4400,626.9500,615.8000
2014-05-02,624.7500,619.7400,627.2500,615.8000
2014-05-01,624.6500,619.6400,627.1500,615.8000
2014-04-30,624.5500,619.5400,627.0500,615.8000
2014-04-29,624.3500,619.3400,626.8500,615.5600
2014-04-28,623.9500,618.9500,626.4500,615.6500
2014-04-27,623.9800,618.9800,626.4800,615.7600
2014-04-26,623.9800,618.9800,626.4800,615.7600
2014-04-25,623.9800,618.9800,626.4800,615.7600
2014-04-24,623.5000,618.5000,626.0000,615.8900
2014-04-23,622.4000,617.4100,624.9000,615.9900
2014-04-22,622.3500,617.3600,624.8500,616.1000
2014-04-21,621.4900,616.5100,623.9900,615.9100
2014-04-20,621.0100,616.0300,623.4900,615.8600
2014-04-19,621.0100,616.0300,623.4900,615.8600
2014-04-18,621.0100,616.0300,623.4900,615.8600
2014-04-17,620.4600,615.4800,622.9400,615.7500
2014-04-16,620.8100,615.8300,623.2900,615.8900
2014-04-15,620.8100,615.8300,623.2900,615.7100
2014-04-14,620.5400,615.5600,623.0200,615.3100
2014-04-13,619.5600,614.5900,622.0400,614.9500
2014-04-12,619.5600,614.5900,622.0400,614.9500
2014-04-11,619.5600,614.5900,622.0400,614.9500
2014-04-10,619.7600,614.7900,622.2400,615.1000
2014-04-09,618.7100,613.7500,621.1900,614.9000
2014-04-08,618.3100,613.3500,620.7900,615.2700
2014-04-07,619.8100,614.8400,622.2900,615.5700
2014-04-06,619.7600,614.7900,622.2400,615.5700
2014-04-05,619.7600,614.7900,622.2400,615.5700
2014-04-04,619.7600,614.7900,622.2400,615.5700
2014-04-03,619.6600,614.6900,622.1400,615.2000
2014-04-02,619.1100,614.1500,621.5900,614.9300
2014-04-01,619.1600,614.2000,621.6400,615.0300
2014-03-31,620.2100,615.2400,622.6900,615.2100
2014-03-30,619.7700,614.8000,622.2500,614.9000
2014-03-29,619.7600,614.7900,622.2400,614.9000
2014-03-28,619.7600,614.7900,622.2400,614.9000
2014-03-27,619.7600,614.7900,622.2400,614.6500
2014-03-26,619.5100,614.5400,621.9900,614.4000
2014-03-25,618.7600,613.8000,621.2400,614.2600
2014-03-24,617.5600,612.6100,620.0400,614.5200
2014-03-23,621.0600,616.0800,623.5400,614.7500
2014-03-22,621.0600,616.0800,623.5400,614.7500
2014-03-21,621.0600,616.0800,623.5400,614.7500
2014-03-20,621.2100,616.2300,623.6900,614.6000
2014-03-19,618.0600,613.1100,620.5400,613.5100
2014-03-18,617.6100,612.6600,620.0900,613.4100
2014-03-17,616.3600,611.4200,618.8400,613.2100
2014-03-16,613.5700,608.6500,616.0300,613.4600
2014-03-15,613.5700,608.6500,616.0300,613.4600
2014-03-14,613.5700,608.6500,616.0300,613.4600
2014-03-13,612.3200,607.4100,614.7800,613.2000
2014-03-12,613.1700,608.2600,615.6300,613.4300
2014-03-11,612.5700,607.6600,615.0300,613.2700
2014-03-10,612.5200,607.6100,614.9800,613.1200
2014-03-09,611.2800,606.3800,613.7300,612.0100
2014-03-08,611.2800,606.3800,613.7300,612.0100
2014-03-07,611.2800,606.3800,613.7300,612.0100
2014-03-06,610.5300,605.6300,612.9700,612.4900
2014-03-05,611.4200,606.5200,613.8800,612.5700
2014-03-04,613.0700,608.1600,615.5300,612.3600
2014-03-03,613.2200,608.3100,615.6800,611.9000
2014-03-02,612.4700,607.5600,614.9300,612.1400
2014-03-01,612.4700,607.5600,614.9300,612.1400
2014-02-28,612.4700,607.5600,614.9300,612.1400
2014-02-27,611.4700,606.5700,613.9300,612.2400
2014-02-26,611.1800,606.2800,613.6200,611.9200
2014-02-25,611.2800,606.3800,613.7300,611.8400
2014-02-24,608.6800,603.8000,611.1200,611.8900
2014-02-23,607.8600,602.9900,610.3000,611.7600
2014-02-22,607.8600,602.9900,610.3000,611.7600
2014-02-21,607.8600,602.9900,610.3000,611.7600
2014-02-20,607.0800,602.2200,609.5200,611.4600
2014-02-19,606.2900,601.4300,608.7200,611.0300
2014-02-18,605.4900,600.6300,607.9100,610.7300
2014-02-17,605.1400,600.2900,607.5600,610.5300
2014-02-16,605.2900,600.4400,607.7100,610.7000
2014-02-15,605.2900,600.4400,607.7100,610.7000
2014-02-14,605.2900,600.4400,607.7100,610.7000
2014-02-13,605.1900,600.3400,607.6100,611.0000
2014-02-12,604.9900,600.1400,607.4100,610.7800
2014-02-11,604.6900,599.8400,607.1100,610.6900
2014-02-10,604.7400,599.8900,607.1600,610.8300
2014-02-09,603.6800,599.4500,607.3200,610.8900
2014-02-08,605.0900,600.2400,607.5100,610.8900
2014-02-07,603.6800,599.4500,607.3200,610.8900
2014-02-06,604.9900,600.1400,607.4100,610.5000
2014-02-05,604.9900,600.1400,607.4100,610.5000
2014-02-04,604.9900,600.1400,607.4100,610.5000
2014-02-03,604.9900,600.1400,607.4100,610.5000
2014-01-31,604.8900,600.0400,607.3100,610.5000
2014-01-30,604.8900,600.0400,607.3100,610.5000
2014-01-29,604.2400,599.4000,606.6600,610.7300
2014-01-28,603.7400,598.9000,606.1600,610.5300
2014-01-27,603.5900,598.7500,606.0100,610.2200
2014-01-26,603.4900,598.6500,605.9100,610.3500
2014-01-25,603.4900,598.6500,605.9100,610.3500
2014-01-24,602.6400,598.4100,606.2600,610.3500
2014-01-23,603.8400,599.0000,606.2600,611.0700
2014-01-22,603.8300,598.9900,606.2500,610.8700
2014-01-21,603.7900,598.9500,606.2100,610.6600
2014-01-20,603.9400,599.1000,606.3600,610.8300
2014-01-17,603.6900,598.8500,606.1100,610.4100
2014-01-16,604.1900,599.3500,606.6100,610.6500
2014-01-15,603.2400,598.4100,605.6600,610.0500
2014-01-14,602.6900,597.8600,605.1100,609.3000
2014-01-13,602.9900,598.1600,605.4100,609.5000
2014-01-12,603.8700,599.0300,606.2900,610.0800
2014-01-11,603.8700,599.0300,606.2900,610.0800
2014-01-10,603.8700,599.0300,606.2900,610.0800
2014-01-09,604.0900,599.2500,606.5100,611.0900
2014-01-08,603.8400,599.0000,606.2600,610.7900
2014-01-07,603.8400,599.0000,606.2600,610.4200
2014-01-06,603.9400,599.1000,606.3600,610.5900
2014-01-05,603.8900,599.0500,606.3100,610.3900
2014-01-04,603.8900,599.0500,606.3100,610.3900
2014-01-03,603.8900,599.0500,606.3100,610.3900
2014-01-02,603.7900,598.9500,606.2100,609.9000
2014-01-01,604.0400,599.2000,606.4600,609.6900
2013-12-31,604.1900,599.3500,606.6100,609.6900
2013-12-30,604.9600,600.1100,607.3800,610.2400
2013-12-29,605.6900,600.8300,608.1100,610.5000
2013-12-28,605.6900,600.8300,608.1100,610.5000
2013-12-27,605.6900,600.8300,608.1100,610.5000
2013-12-26,606.1900,601.3300,608.6100,611.5600
2013-12-25,605.8400,600.9800,608.2600,611.6000
2013-12-24,605.8400,600.9800,608.2600,611.4500
2013-12-23,605.7900,600.9300,608.2100,611.6100
2013-12-22,605.7900,600.9300,608.2100,611.9600
2013-12-21,605.7900,600.9300,608.2100,611.9600
2013-12-20,605.7900,600.9300,608.2100,611.9600
2013-12-19,605.7900,600.9300,608.2100,611.8300
2013-12-18,605.8400,600.9800,608.2600,611.0500
2013-12-17,605.8400,600.9800,608.2600,611.0800
2013-12-16,605.8900,601.0300,608.3100,611.2400
2013-12-15,605.7900,600.9300,608.2100,611.4800
2013-12-14,605.7900,600.9300,608.2100,611.4800
2013-12-13,605.7900,600.9300,608.2100,611.4800
2013-12-12,605.8400,600.9800,608.2600,611.1500
2013-12-11,605.8700,601.0100,608.2900,611.0000
2013-12-10,605.7900,600.9300,608.2100,611.1400
2013-12-09,605.8400,600.9800,608.2600,611.3000
2013-12-08,606.8800,602.0200,609.3200,612.3200
2013-12-07,606.8800,602.0200,609.3200,612.3200
2013-12-06,606.8800,602.0200,609.3200,612.3200
2013-12-05,607.8300,602.9600,610.2700,613.1000
2013-12-04,607.8800,603.0100,610.3200,613.0000
2013-12-03,607.9300,603.0600,610.3700,613.5200
2013-12-02,607.9800,603.1100,610.4200,613.2900
2013-12-01,607.9800,603.1100,610.4200,613.2500
2013-11-30,607.9800,603.1100,610.4200,613.2500
2013-11-29,607.9800,603.1100,610.4200,613.2500
2013-11-28,607.9600,603.0900,610.4000,613.4300
2013-11-27,607.9600,603.0900,610.4000,613.3000
2013-11-26,607.9600,603.0900,610.4000,613.5700
2013-11-25,608.0100,603.1400,610.4500,613.4200
2013-11-24,608.0200,603.1500,610.4600,613.8000
2013-11-23,608.0300,603.1600,610.4700,613.8000
2013-11-22,608.0300,603.1600,610.4700,613.8000
2013-11-21,607.9800,603.1100,610.4200,613.6600
2013-11-20,608.0300,603.1600,610.4700,613.0500
2013-11-19,607.8800,603.0100,610.3200,613.1700
2013-11-18,607.8800,603.0100,610.3200,613.3200
2013-11-17,607.9300,603.0600,610.3700,613.5100
2013-11-16,607.9300,603.0600,610.3700,613.5100
2013-11-15,607.9300,603.0600,610.3700,613.5100
2013-11-14,607.9300,603.0600,610.3700,613.1500
2013-11-13,607.8800,603.0100,610.3200,613.4200
2013-11-12,607.8800,603.0100,610.3200,613.6000
2013-11-11,607.8300,602.9600,610.2700,613.9000
2013-11-10,607.8000,602.9300,610.2400,613.5500
2013-11-09,607.8000,602.9300,610.2400,613.5500
2013-11-08,607.8000,602.9300,610.2400,613.5500
2013-11-07,607.7800,602.9100,610.2200,614.5000
2013-11-06,607.9300,603.0600,610.3700,614.7500
2013-11-05,608.3300,603.4500,610.7700,614.4700
2013-11-04,608.6300,603.7500,611.0700,614.8200
2013-11-03,608.5300,603.6500,610.9700,614.5200
2013-11-02,608.5300,603.6500,610.9700,614.5200
2013-11-01,608.5300,603.6500,610.9700,614.5200
2013-10-31,607.9800,603.1100,610.4200,614.2500
2013-10-30,607.9800,603.1100,610.4200,614.1200
2013-10-29,607.6800,602.8100,610.1200,613.7300
2013-10-28,607.1800,602.3200,609.6200,613.3600
2013-10-27,606.9900,602.1300,609.4300,613.3300
2013-10-26,606.9800,602.1200,609.4200,613.3300
2013-10-25,606.9800,602.1200,609.4200,613.3300
2013-10-24,606.8300,601.9700,609.2700,613.3500
2013-10-23,607.0800,602.2200,609.5200,613.3000
2013-10-22,607.9300,603.0600,610.3700,613.9500
2013-10-21,607.9800,603.1100,610.4200,613.5200
2013-10-20,608.3300,603.4500,610.7700,613.7200
2013-10-19,608.3300,603.4500,610.7700,613.7200
2013-10-18,608.3300,603.4500,610.7700,613.7200
2013-10-17,608.4800,603.6000,610.9200,614.3100
2013-10-16,608.6800,603.8000,611.1200,614.0800
2013-10-15,608.9800,604.1000,611.4200,614.1200
2013-10-14,609.4800,604.5900,611.9200,614.0600
2013-10-13,610.5800,605.6800,613.0200,614.5800
2013-10-12,609.9600,605.6800,613.6400,614.5800
2013-10-11,610.5800,605.6800,613.0200,614.5800
2013-10-10,610.3300,605.4300,612.7700,614.5200
2013-10-09,610.7300,605.8300,613.1700,614.3000
2013-10-08,610.7800,605.8800,613.2200,614.1500
2013-10-07,610.7300,605.8300,613.1700,614.8000
2013-10-06,610.6300,605.7300,613.0700,614.8000
2013-10-05,610.6300,605.7300,613.0700,614.8000
2013-10-04,610.7800,605.8800,613.2200,614.8000
2013-10-03,610.8800,605.9800,613.3200,614.8000
2013-10-02,610.8800,605.9800,613.3200,614.8000
2013-10-01,610.7800,605.8800,613.2200,614.8000
2013-09-30,610.7300,605.8300,613.1700,614.8000
2013-09-29,609.8600,605.5800,613.5400,614.9500
2013-09-28,610.6300,605.7300,613.0700,614.9500
2013-09-27,610.4800,605.5800,612.9200,614.9500
2013-09-26,610.6300,605.7300,613.0700,614.7700
2013-09-25,610.5800,605.6800,613.0200,614.9700
2013-09-24,610.7300,605.8300,613.1700,614.8500
2013-09-23,610.6300,605.7300,613.0700,614.7500
2013-09-22,609.9600,605.6800,613.6400,615.5700
2013-09-21,610.5800,605.6800,613.0200,615.5700
2013-09-20,610.6800,605.7800,613.1200,615.5700
2013-09-19,610.9800,606.0800,613.4200,615.5700
2013-09-18,610.6800,605.7800,613.1200,615.5700
2013-09-17,610.8300,605.9300,613.2700,615.7100
2013-09-16,610.6800,605.7800,613.1200,615.5400
2013-09-15,610.5800,605.6800,613.0200,615.7800
2013-09-14,610.5800,605.6800,613.0200,615.7800
2013-09-13,610.5800,605.6800,613.0200,615.7800
2013-09-12,610.4800,605.5800,612.9200,615.7500
2013-09-11,610.5800,605.6800,613.0200,616.0100
2013-09-10,610.7300,605.8300,613.1700,616.1200
2013-09-09,610.8300,605.9300,613.2700,616.4200
2013-09-08,610.6800,605.7800,613.1200,617.2800
2013-09-07,610.6800,605.7800,613.1200,617.2800
2013-09-06,610.6800,605.7800,613.1200,617.2800
2013-09-05,610.7400,605.8400,613.1800,616.9600
2013-09-04,610.6800,605.7800,613.1200,617.2900
2013-09-03,610.8500,605.9500,613.2900,617.1800
2013-09-02,610.6800,605.7800,613.1200,617.0200
2013-09-01,610.6800,605.7800,613.1200,617.0900
2013-08-31,610.6800,605.7800,613.1200,617.0900
2013-08-30,610.6800,605.7800,613.1200,617.0900
2013-08-29,610.7800,605.8800,613.2200,616.9000
2013-08-28,610.7300,605.8300,613.1700,616.6700
2013-08-27,610.9300,606.0300,613.3700,616.8800
2013-08-26,610.9300,606.0300,613.3700,616.8000
2013-08-25,610.8300,605.9300,613.2700,617.1000
2013-08-24,610.8300,605.9300,613.2700,617.1000
2013-08-23,610.8300,605.9300,613.2700,617.1000
2013-08-22,610.8800,605.9800,613.3200,616.9800
2013-08-21,610.7800,605.8800,613.2200,616.7500
2013-08-20,611.0800,606.1800,613.5200,616.9700
2013-08-19,610.8800,605.9800,613.3200,616.9000
2013-08-18,610.0800,605.1900,612.5200,616.6600
2013-08-17,610.0800,605.1900,612.5200,616.6600
2013-08-16,610.0800,605.1900,612.5200,616.6600
2013-08-15,610.0300,605.1400,612.4700,616.9600
2013-08-14,610.6800,605.7800,613.1200,617.2000
2013-08-13,610.8500,605.9500,613.2900,617.0500
2013-08-12,610.8800,605.9800,613.3200,616.6500
2013-08-11,610.7800,605.8800,613.2200,616.6800
2013-08-10,610.7800,605.8800,613.2200,616.6800
2013-08-09,610.7800,605.8800,613.2200,616.6800
2013-08-08,610.7800,605.8800,613.2200,617.0300
2013-08-07,610.6800,605.7800,613.1200,617.2600
2013-08-06,610.8800,605.9800,613.3200,617.5300
2013-08-05,611.2100,606.3100,613.6500,617.6700
2013-08-04,611.6700,606.7700,614.1300,618.1700
2013-08-03,611.6700,606.7700,614.1300,618.1700
2013-08-02,611.6700,606.7700,614.1300,618.1700
2013-08-01,611.7200,606.8200,614.1800,617.7800
2013-07-31,611.5700,606.6700,614.0300,617.8800
2013-07-30,611.8700,606.9700,614.3300,617.7000
2013-07-29,611.9400,607.0400,614.4000,617.0500
2013-07-28,611.8200,606.9200,614.2800,617.2000
2013-07-27,611.8200,606.9200,614.2800,617.2000
2013-07-26,611.8200,606.9200,614.2800,617.2000
2013-07-25,612.1700,607.2700,614.6300,617.5900
2013-07-24,612.2700,607.3700,614.7300,616.9500
2013-07-23,612.4200,607.5100,614.8800,617.0200
2013-07-22,612.8200,607.9100,615.2800,617.2100
2013-07-21,612.5700,607.6600,615.0300,617.5100
2013-07-20,612.5700,607.6600,615.0300,617.5100
2013-07-19,612.5700,607.6600,615.0300,617.5100
2013-07-18,612.6700,607.7600,615.1300,617.2000
2013-07-17,612.1700,607.2700,614.6300,616.5200
2013-07-16,612.2200,607.3200,614.6800,616.9200
2013-07-15,612.4800,607.5700,614.9400,616.6300
2013-07-14,612.4700,607.5600,614.9300,616.3100
2013-07-13,612.4700,607.5600,614.9300,616.3100
2013-07-12,612.4700,607.5600,614.9300,616.3100
2013-07-11,612.2700,607.3700,614.7300,615.9900
2013-07-10,612.1700,607.2700,614.6300,616.5200
2013-07-09,611.6700,606.7700,614.1300,617.3000
2013-07-08,612.1200,607.2200,614.5800,618.0700
2013-07-07,611.9700,607.0700,614.4300,617.9000
2013-07-06,611.9700,607.0700,614.4300,617.9000
2013-07-05,611.9700,607.0700,614.4300,617.9000
2013-07-04,611.3700,606.4700,613.8300,617.5500
2013-07-03,611.7700,606.8700,614.2300,618.0300
2013-07-02,612.0200,607.1200,614.4800,617.7300
2013-07-01,612.1700,607.2700,614.6300,618.0500
2013-06-30,612.3700,607.4600,614.8300,617.8700
2013-06-29,612.3700,607.4600,614.8300,617.8700
2013-06-28,612.3700,607.4600,614.8300,617.8700
2013-06-27,613.4700,608.5500,615.9300,617.9700
2013-06-26,613.3700,608.4500,615.8300,617.7900
2013-06-25,613.2700,608.3600,615.7300,617.6700
2013-06-24,613.0700,608.1600,615.5300,618.0700
2013-06-23,611.9300,607.0300,614.3900,617.6600
2013-06-22,611.9300,607.0300,614.3900,617.6600
2013-06-21,611.9300,607.0300,614.3900,617.6600
2013-06-20,611.2300,606.3300,613.6700,616.9800
2013-06-19,611.3700,606.4700,613.8300,616.7700
2013-06-18,611.4700,606.5700,613.9300,616.5100
2013-06-17,611.2300,606.3300,613.6700,615.9800
2013-06-16,611.6300,606.7300,614.0900,616.0700
2013-06-15,611.6300,606.7300,614.0900,616.0700
2013-06-14,611.6300,606.7300,614.0900,616.0700
2013-06-13,612.0700,607.1700,614.5300,616.1200
2013-06-12,611.5700,606.6700,614.0300,616.2000
2013-06-11,611.9700,607.0700,614.4300,616.2000
2013-06-10,611.9700,607.0700,614.4300,616.2000
2013-06-09,610.4100,606.1300,613.4700,616.2000
2013-06-08,611.6700,606.7700,614.1300,616.2000
2013-06-07,611.7700,606.8700,614.2300,616.2000
2013-06-06,611.8700,606.9700,614.3300,617.3700
2013-06-05,611.5000,606.6000,613.9600,617.5700
2013-06-04,611.5700,606.6700,614.0300,617.3500
2013-06-03,611.8700,606.9700,614.3300,618.0600
2013-06-02,612.1200,607.2200,614.5800,617.9600
2013-06-01,612.1200,607.2200,614.5800,617.9600
2013-05-31,612.1200,607.2200,614.5800,617.9600
2013-05-30,611.7700,606.8700,614.2300,618.2000
2013-05-29,611.3700,606.4700,613.8300,618.5600
2013-05-28,610.8800,605.9800,613.3200,618.1800
2013-05-27,610.8300,605.9300,613.2700,618.1100
2013-05-26,611.8700,606.9700,614.3300,618.6700
2013-05-25,611.8700,606.9700,614.3300,618.6700
2013-05-24,611.8700,606.9700,614.3300,618.6700
2013-05-23,611.8700,606.9700,614.3300,619.4700
2013-05-22,611.8500,606.9500,614.3100,619.0400
2013-05-21,612.2300,607.3300,614.6900,619.1100
2013-05-20,612.6700,607.7600,615.1300,619.9800
2013-05-18,612.8700,607.9600,615.3300,619.9700
2013-05-17,612.8700,607.9600,615.3300,619.9700
2013-05-16,613.7200,608.8000,616.1800,620.9600
2013-05-15,613.2700,608.3600,615.7300,620.7000
2013-05-14,613.0200,608.1100,615.4800,620.3500
2013-05-13,613.3700,608.4500,615.8300,620.7200
2013-05-12,612.7700,607.8600,615.2300,620.1600
2013-05-11,612.7700,607.8600,615.2300,620.1600
2013-05-10,612.7700,607.8600,615.2300,620.1600
2013-05-09,611.5700,606.6700,614.0300,619.2500
2013-05-08,612.8700,607.9600,615.3300,619.8000
2013-05-07,613.9200,609.0000,616.3800,620.8300
2013-05-06,614.9700,610.0400,617.4300,621.1400
2013-05-05,614.1700,609.2500,616.6300,621.5200
2013-05-04,614.1700,609.2500,616.6300,621.5200
2013-05-03,614.1700,609.2500,616.6300,621.5200
2013-05-02,614.2700,609.3500,616.7300,620.8200
2013-05-01,614.0500,609.7400,617.7500,622.0800
2013-04-30,614.1500,609.8400,617.8500,622.0800
2013-04-29,614.0500,609.7400,617.7500,622.0800
2013-04-28,614.0700,609.1500,616.5300,622.0800
2013-04-27,615.1300,610.2000,617.5900,622.0800
2013-04-26,615.2300,610.3000,617.6900,622.0800
2013-04-25,615.5100,610.5700,617.9700,623.0000
2013-04-24,616.4600,611.5200,618.9400,623.8400
2013-04-23,616.5700,611.6300,619.0500,623.6000
2013-04-22,616.9100,611.9700,619.3900,624.1500
2013-04-21,616.4600,611.5200,618.9400,623.9500
2013-04-20,616.4600,611.5200,618.9400,623.9500
2013-04-19,616.4600,611.5200,618.9400,623.9500
2013-04-18,616.8600,611.9200,619.3400,624.1600
2013-04-17,615.7700,610.8300,618.2300,623.4200
2013-04-16,616.8600,611.9200,619.3400,624.0800
2013-04-15,617.3600,612.4100,619.8400,624.5400
2013-04-14,617.8600,612.9100,620.3400,625.0600
2013-04-13,617.8600,612.9100,620.3400,625.0600
2013-04-12,617.8600,612.9100,620.3400,625.0600
2013-04-11,618.1600,613.2100,620.6400,625.7800
2013-04-10,618.0600,613.1100,620.5400,625.4800
2013-04-09,618.8100,613.8500,621.2900,626.3900
2013-04-08,618.8600,613.9000,621.3400,626.5000
2013-04-07,618.5600,613.6000,621.0400,626.0900
2013-04-06,618.7600,613.8000,621.2400,626.0900
2013-04-05,618.8600,613.9000,621.3400,626.0900
2013-04-04,618.8600,613.9000,621.3400,626.0900
2013-04-03,618.7600,613.8000,621.2400,626.0900
2013-04-02,618.4600,613.5000,620.9400,625.8600
2013-04-01,619.5100,614.5400,621.9900,626.7400
2013-03-31,619.7600,614.7900,622.2400,626.8900
2013-03-30,619.7600,614.7900,622.2400,626.8900
2013-03-29,619.7600,614.7900,622.2400,626.8900
2013-03-28,619.8600,614.8900,622.3400,627.4200
2013-03-27,620.0400,615.0700,622.5200,627.2700
2013-03-26,619.7600,614.7900,622.2400,627.1500
2013-03-25,619.8100,614.8400,622.2900,626.9200
2013-03-24,619.8600,614.8900,622.3400,627.1100
2013-03-23,619.8600,614.8900,622.3400,627.1100
2013-03-22,619.8600,614.8900,622.3400,627.1100
2013-03-21,620.0600,615.0900,622.5400,627.3100
2013-03-20,619.8600,614.8900,622.3400,627.1600
2013-03-19,620.3100,615.3300,622.7900,627.5800
2013-03-18,620.2600,615.2900,622.7400,627.4100
2013-03-17,620.1600,615.1900,622.6400,627.2300
2013-03-16,620.1600,615.1900,622.6400,627.2300
2013-03-15,620.1600,615.1900,622.6400,627.2300
2013-03-14,620.1600,615.1900,622.6400,627.5200
2013-03-13,620.0400,615.0700,622.5200,627.2600
2013-03-12,620.3600,615.3800,622.8400,627.4600
2013-03-11,620.5700,615.5900,623.0500,627.6900
2013-03-10,620.2600,615.2900,622.7400,627.1900
2013-03-09,620.2600,615.2900,622.7400,627.1900
2013-03-08,620.2600,615.2900,622.7400,627.1900
2013-03-07,620.6100,615.6300,623.0900,627.8500
2013-03-06,620.5100,615.5300,622.9900,627.4500
2013-03-05,620.8100,615.8300,623.2900,627.9700
2013-03-04,621.1600,616.1800,623.6400,628.2200
2013-03-03,620.9600,615.9800,623.4400,627.9800
2013-03-02,620.9600,615.9800,623.4400,627.9800
2013-03-01,620.9600,615.9800,623.4400,627.9800
2013-02-28,620.6600,615.6800,623.1400,627.7900
2013-02-27,621.2600,616.2800,623.7500,628.4200
2013-02-26,621.4600,616.4800,623.9600,628.5600
