日期,开盘价,最高价,最低价,收盘价
2020-09-16 07:42:00,1.29705,1.29719,1.29705,1.29714
2020-09-16 08:42:00,1.29822,1.29863,1.29801,1.29858
2020-09-16 09:42:00,1.29699,1.29704,1.29672,1.29675
2020-09-16 10:42:00,1.29898,1.2992,1.29877,1.29883
2020-09-16 11:42:00,1.29916,1.29916,1.29871,1.29871
2020-09-16 12:42:00,1.2987,1.29873,1.29866,1.2987
2020-09-16 13:42:00,1.2969,1.29729,1.29674,1.29727
2020-09-16 14:42:00,1.29841,1.29847,1.29821,1.29835
2020-09-16 15:42:00,1.2944,1.29457,1.29433,1.29443
2020-09-16 16:42:00,1.29657,1.29659,1.29641,1.29656
2020-09-16 17:42:00,1.29662,1.29676,1.29662,1.29666
2020-09-16 18:44:00,1.29714,1.2973,1.29714,1.2973
2020-09-16 19:44:00,1.29622,1.29624,1.2962,1.2962
2020-09-16 20:44:00,1.29369,1.2939,1.29369,1.29372
2020-09-16 21:44:00,1.29318,1.29334,1.29308,1.29318
2020-09-16 22:44:00,1.29264,1.29268,1.29253,1.29257
2020-09-16 23:44:00,1.29174,1.29185,1.29171,1.29185
2020-09-17 00:44:00,1.29191,1.29191,1.29179,1.29186
2020-09-17 01:44:00,1.29321,1.29329,1.293,1.29313
2020-09-17 02:44:00,1.29412,1.29453,1.29403,1.29452
2020-09-17 03:44:00,1.2948,1.29497,1.29461,1.29486
2020-09-17 04:44:00,1.2955,1.29551,1.29538,1.29542
2020-09-17 05:44:00,1.29708,1.29717,1.29687,1.29695
2020-09-17 06:44:00,1.29638,1.29672,1.29621,1.29666
2020-09-17 07:44:00,1.28846,1.28905,1.28834,1.28886
2020-09-17 08:44:00,1.28842,1.28847,1.28808,1.28822
2020-09-17 09:44:00,1.28883,1.28884,1.28851,1.28867
2020-09-17 10:44:00,1.29463,1.29492,1.2944,1.29441
2020-09-17 11:44:00,1.29533,1.2954,1.29512,1.29521
2020-09-17 12:44:00,1.29418,1.29436,1.29409,1.29433
2020-09-17 13:44:00,1.29399,1.294,1.29396,1.29399
2020-09-17 14:44:00,1.29585,1.29598,1.29582,1.29592
2020-09-17 15:44:00,1.29704,1.29713,1.29688,1.2969
2020-09-17 16:44:00,1.29784,1.29789,1.29782,1.29784
2020-09-17 17:44:00,1.29734,1.29748,1.29722,1.29745
2020-09-17 18:44:00,1.29776,1.29776,1.29765,1.29768
2020-09-17 19:44:00,1.29761,1.29762,1.29758,1.29759
2020-09-17 20:44:00,1.2982,1.29826,1.29819,1.29823
2020-09-17 21:44:00,1.29691,1.29703,1.29663,1.29669
2020-09-17 22:44:00,1.29457,1.29458,1.29451,1.29454
2020-09-17 23:44:00,1.2956,1.29569,1.29555,1.29559
2020-09-18 00:44:00,1.29571,1.29584,1.2957,1.29582
2020-09-18 01:44:00,1.29644,1.29644,1.29612,1.29615
2020-09-18 02:44:00,1.29685,1.29685,1.29649,1.29659
2020-09-18 03:44:00,1.29836,1.29838,1.29815,1.29828
2020-09-18 04:44:00,1.29851,1.29853,1.29806,1.29806
2020-09-18 05:44:00,1.29907,1.29928,1.29907,1.29926
2020-09-18 06:44:00,1.29811,1.29827,1.29808,1.29816
2020-09-18 07:44:00,1.29733,1.29733,1.29691,1.29698
2020-09-18 08:44:00,1.29705,1.29732,1.29685,1.29732
2020-09-18 09:44:00,1.29558,1.29589,1.29538,1.29548
2020-09-18 10:44:00,1.29634,1.29651,1.29622,1.29637
2020-09-18 11:44:00,1.29421,1.29443,1.29421,1.2944
2020-09-18 12:44:00,1.29477,1.29486,1.29477,1.29486
2020-09-18 13:44:00,1.29241,1.29262,1.29238,1.2924
2020-09-18 14:44:00,1.29309,1.29309,1.29287,1.29291
2020-09-18 15:44:00,1.29183,1.29191,1.29172,1.29174
2020-09-18 16:44:00,1.29157,1.29193,1.29149,1.29192
2020-09-20 17:54:00,1.29274,1.29337,1.29273,1.29287
2020-09-20 18:54:00,1.29294,1.29299,1.29294,1.29299
2020-09-20 19:54:00,1.29344,1.29346,1.29335,1.29342
2020-09-20 20:54:00,1.29522,1.29527,1.29508,1.29514
2020-09-20 21:54:00,1.29501,1.29517,1.29494,1.29512
2020-09-20 22:54:00,1.29572,1.29573,1.29566,1.29571
2020-09-20 23:54:00,1.29586,1.29592,1.29582,1.29582
2020-09-21 00:54:00,1.29562,1.29573,1.29562,1.29563
2020-09-21 01:54:00,1.29502,1.29502,1.29487,1.29488
2020-09-21 02:54:00,1.29614,1.29629,1.29581,1.29586
2020-09-21 03:54:00,1.29024,1.29026,1.28973,1.29011
2020-09-21 04:54:00,1.28382,1.28389,1.28367,1.28383
2020-09-21 05:54:00,1.28471,1.28511,1.28469,1.28507
2020-09-21 06:54:00,1.28519,1.28519,1.28479,1.28494
2020-09-21 07:54:00,1.28621,1.28632,1.28619,1.28631
2020-09-21 08:54:00,1.28441,1.28488,1.28423,1.28482
2020-09-21 09:54:00,1.2819,1.28223,1.28188,1.28212
2020-09-21 10:54:00,1.27998,1.28039,1.27989,1.2802
2020-09-21 11:54:00,1.27979,1.27998,1.27973,1.27982
2020-09-21 12:54:00,1.27946,1.27946,1.27898,1.27906
2020-09-21 13:54:00,1.27891,1.27895,1.27871,1.27873
2020-09-21 14:54:00,1.27928,1.27957,1.27928,1.27952
2020-09-21 15:54:00,1.28137,1.28143,1.28132,1.28135
2020-09-21 16:54:00,1.28155,1.28157,1.28154,1.28155
2020-09-21 17:54:00,1.2813,1.28131,1.28124,1.28126
2020-09-21 18:54:00,1.28163,1.28176,1.28162,1.28167
2020-09-21 19:54:00,1.28186,1.28186,1.28186,1.28186
2020-09-21 20:54:00,1.28188,1.28192,1.28175,1.28177
2020-09-21 21:54:00,1.28069,1.28077,1.2806,1.28067
2020-09-21 22:54:00,1.2815,1.28151,1.28125,1.2813
2020-09-21 23:54:00,1.28182,1.28182,1.28166,1.2818
2020-09-22 00:54:00,1.2819,1.28215,1.2819,1.28214
2020-09-22 01:54:00,1.28027,1.28032,1.28008,1.28009
2020-09-22 02:54:00,1.27859,1.27877,1.2784,1.27877
2020-09-22 03:54:00,1.27355,1.27591,1.27355,1.27574
2020-09-22 04:54:00,1.28149,1.28168,1.28135,1.28137
2020-09-22 05:54:00,1.27887,1.27893,1.27866,1.27873
2020-09-22 06:54:00,1.28568,1.28609,1.2855,1.28587
2020-09-22 07:54:00,1.28069,1.28122,1.2806,1.28077
2020-09-22 08:54:00,1.27954,1.27969,1.27932,1.27959
2020-09-22 09:54:00,1.27664,1.27664,1.276,1.27608
2020-09-22 10:54:00,1.27276,1.27383,1.27262,1.27349
2020-09-22 11:54:00,1.27161,1.27179,1.27105,1.27105
2020-09-22 12:54:00,1.27178,1.27182,1.2717,1.2718
2020-09-22 13:54:00,1.27326,1.27331,1.27317,1.27319
2020-09-22 14:54:00,1.27341,1.27349,1.27333,1.27339
2020-09-22 15:54:00,1.27337,1.27349,1.27337,1.27349
2020-09-22 16:55:00,1.27328,1.27338,1.27327,1.2733
2020-09-22 18:00:00,1.27354,1.2736,1.27327,1.27327
2020-09-22 19:00:00,1.27338,1.27343,1.27337,1.27337
2020-09-22 20:00:00,1.27423,1.27433,1.27417,1.27432
2020-09-22 21:00:00,1.27206,1.27241,1.27199,1.27241
2020-09-22 22:00:00,1.27284,1.27287,1.27244,1.27269
2020-09-22 23:00:00,1.2721,1.2721,1.27192,1.27194
2020-09-23 00:00:00,1.27235,1.27235,1.27212,1.27212
2020-09-23 01:00:00,1.27172,1.27184,1.27166,1.27172
2020-09-23 02:00:00,1.2724,1.27243,1.27214,1.27228
2020-09-23 03:00:00,1.26995,1.27027,1.26983,1.27016
2020-09-23 04:00:00,1.26984,1.27004,1.26942,1.27004
2020-09-23 05:00:00,1.2704,1.27044,1.26978,1.27029
2020-09-23 06:00:00,1.27345,1.27355,1.2734,1.27345
2020-09-23 07:00:00,1.2721,1.27226,1.27194,1.27203
2020-09-23 08:00:00,1.27244,1.27259,1.272,1.27226
2020-09-23 09:00:00,1.27421,1.27553,1.27409,1.27553
2020-09-23 10:00:00,1.27441,1.27495,1.27431,1.27483
2020-09-23 11:00:00,1.27629,1.2763,1.27588,1.27614
2020-09-23 12:00:00,1.27519,1.27519,1.27473,1.27508
2020-09-23 13:00:00,1.27567,1.27568,1.27544,1.27565
2020-09-23 14:00:00,1.27449,1.2745,1.27386,1.27391
2020-09-23 15:00:00,1.27149,1.27163,1.27089,1.27103
2020-09-23 16:00:00,1.27191,1.27203,1.27173,1.27195
2020-09-23 17:00:00,1.27221,1.27221,1.27125,1.27172
2020-09-23 18:00:00,1.27225,1.2725,1.27225,1.27249
2020-09-23 19:00:00,1.27235,1.27249,1.27235,1.27244
2020-09-23 20:00:00,1.27133,1.27187,1.27133,1.27151
2020-09-23 21:00:00,1.27311,1.27311,1.27284,1.27284
2020-09-23 22:00:00,1.27203,1.27224,1.272,1.27203
2020-09-23 23:00:00,1.27175,1.27175,1.27154,1.27154
2020-09-24 00:00:00,1.27135,1.27137,1.27128,1.27129
2020-09-24 01:00:00,1.26996,1.27023,1.26996,1.27018
2020-09-24 02:00:00,1.27065,1.27084,1.27038,1.27049
2020-09-24 03:00:00,1.27006,1.27015,1.26926,1.26998
2020-09-24 04:00:00,1.27306,1.27353,1.27302,1.27347
2020-09-24 05:00:00,1.27366,1.27372,1.27333,1.27371
2020-09-24 06:00:00,1.27409,1.27444,1.27409,1.2744
2020-09-24 07:00:00,1.27534,1.27574,1.27519,1.2756
2020-09-24 08:00:00,1.27431,1.27442,1.27383,1.27383
2020-09-24 09:00:00,1.27577,1.27577,1.27513,1.27524
2020-09-24 10:00:00,1.27419,1.27434,1.27366,1.27398
2020-09-24 11:00:00,1.27138,1.27203,1.27137,1.27182
2020-09-24 12:00:00,1.27369,1.27388,1.2734,1.27385
2020-09-24 13:00:00,1.27519,1.27548,1.27516,1.27544
2020-09-24 14:00:00,1.27622,1.27651,1.2761,1.27612
2020-09-24 15:00:00,1.27403,1.27427,1.27377,1.27395
