Date,Close,Predictions
2020-09-17 22:44:00,1.29457,1.2937107
2020-09-17 23:44:00,1.2956,1.2938198
2020-09-18 00:44:00,1.2957100000000001,1.2938573
2020-09-18 01:44:00,1.29644,1.2938523
2020-09-18 02:44:00,1.29685,1.2938559
2020-09-18 03:44:00,1.29836,1.2938838
2020-09-18 04:44:00,1.29851,1.2939988
2020-09-18 05:44:00,1.2990700000000002,1.2941692
2020-09-18 06:44:00,1.29811,1.2943923
2020-09-18 07:44:00,1.2973299999999999,1.2945901
2020-09-18 08:44:00,1.29705,1.2947236
2020-09-18 09:44:00,1.29558,1.294796
2020-09-18 10:44:00,1.29634,1.2947544
2020-09-18 11:44:00,1.29421,1.2946806
2020-09-18 12:44:00,1.29477,1.2944866
2020-09-18 13:44:00,1.29241,1.2942554
2020-09-18 14:44:00,1.29309,1.2938987
2020-09-18 15:44:00,1.29183,1.293516
2020-09-18 16:44:00,1.29157,1.2930765
2020-09-20 17:54:00,1.29274,1.2926131
2020-09-20 18:54:00,1.29294,1.2922158
2020-09-20 19:54:00,1.29344,1.2918909
2020-09-20 20:54:00,1.29522,1.2916529
2020-09-20 21:54:00,1.29501,1.2915682
2020-09-20 22:54:00,1.29572,1.2915741
2020-09-20 23:54:00,1.29586,1.2916714
2020-09-21 00:54:00,1.29562,1.291828
2020-09-21 01:54:00,1.29502,1.2920024
2020-09-21 02:54:00,1.29614,1.2921499
2020-09-21 03:54:00,1.29024,1.292327
2020-09-21 04:54:00,1.2838200000000002,1.2922288
2020-09-21 05:54:00,1.28471,1.2916571
2020-09-21 06:54:00,1.28519,1.2908652
2020-09-21 07:54:00,1.28621,1.2900007
2020-09-21 08:54:00,1.28441,1.289186
2020-09-21 09:54:00,1.2819,1.2883619
2020-09-21 10:54:00,1.27998,1.2874604
2020-09-21 11:54:00,1.27979,1.2864715
2020-09-21 12:54:00,1.27946,1.2854743
2020-09-21 13:54:00,1.27891,1.2845122
2020-09-21 14:54:00,1.27928,1.2836002
2020-09-21 15:54:00,1.2813700000000001,1.2827872
2020-09-21 16:54:00,1.28155,1.2821771
2020-09-21 17:54:00,1.2813,1.2817359
2020-09-21 18:54:00,1.2816299999999998,1.2814142
2020-09-21 19:54:00,1.28186,1.2812005
2020-09-21 20:54:00,1.28188,1.2810776
2020-09-21 21:54:00,1.2806899999999999,1.28102
2020-09-21 22:54:00,1.2815,1.2809526
2020-09-21 23:54:00,1.2818200000000002,1.2809203
2020-09-22 00:54:00,1.2819,1.2809268
2020-09-22 01:54:00,1.28027,1.2809614
2020-09-22 02:54:00,1.27859,1.2809372
2020-09-22 03:54:00,1.27355,1.2808013
2020-09-22 04:54:00,1.28149,1.2803737
2020-09-22 05:54:00,1.2788700000000002,1.2801489
2020-09-22 06:54:00,1.28568,1.2799428
2020-09-22 07:54:00,1.2806899999999999,1.2800705
2020-09-22 08:54:00,1.27954,1.2801732
2020-09-22 09:54:00,1.27664,1.2802025
2020-09-22 10:54:00,1.2727600000000001,1.2800522
2020-09-22 11:54:00,1.2716100000000001,1.2796224
2020-09-22 12:54:00,1.27178,1.2789912
2020-09-22 13:54:00,1.27326,1.2782774
2020-09-22 14:54:00,1.27341,1.2776182
2020-09-22 15:54:00,1.2733700000000001,1.2770362
2020-09-22 16:55:00,1.27328,1.2765331
2020-09-22 18:00:00,1.27354,1.2761035
2020-09-22 19:00:00,1.27338,1.2757553
2020-09-22 20:00:00,1.27423,1.2754703
2020-09-22 21:00:00,1.27206,1.2752784
2020-09-22 22:00:00,1.27284,1.2750599
2020-09-22 23:00:00,1.2721,1.2748718
2020-09-23 00:00:00,1.27235,1.2746806
2020-09-23 01:00:00,1.2717200000000002,1.2745094
2020-09-23 02:00:00,1.2724,1.274333
2020-09-23 03:00:00,1.26995,1.2741932
2020-09-23 04:00:00,1.2698399999999999,1.2739767
2020-09-23 05:00:00,1.2704,1.2737198
2020-09-23 06:00:00,1.27345,1.2734766
2020-09-23 07:00:00,1.2721,1.273389
2020-09-23 08:00:00,1.27244,1.2733445
2020-09-23 09:00:00,1.27421,1.273345
2020-09-23 10:00:00,1.27441,1.273451
2020-09-23 11:00:00,1.27629,1.2736266
2020-09-23 12:00:00,1.27519,1.2739189
2020-09-23 13:00:00,1.27567,1.2742203
2020-09-23 14:00:00,1.27449,1.274532
2020-09-23 15:00:00,1.27149,1.2747808
2020-09-23 16:00:00,1.27191,1.2748435
2020-09-23 17:00:00,1.27221,1.2748048
2020-09-23 18:00:00,1.27225,1.2747178
2020-09-23 19:00:00,1.27235,1.2746074
2020-09-23 20:00:00,1.2713299999999998,1.2744929
2020-09-23 21:00:00,1.27311,1.2743367
2020-09-23 22:00:00,1.27203,1.2742417
2020-09-23 23:00:00,1.27175,1.2741424
2020-09-24 00:00:00,1.27135,1.2740337
2020-09-24 01:00:00,1.26996,1.2739074
2020-09-24 02:00:00,1.27065,1.2737161
2020-09-24 03:00:00,1.27006,1.2735252
2020-09-24 04:00:00,1.27306,1.2733195
2020-09-24 05:00:00,1.27366,1.2732469
2020-09-24 06:00:00,1.27409,1.2732882
2020-09-24 07:00:00,1.27534,1.2734178
2020-09-24 08:00:00,1.27431,1.2736506
2020-09-24 09:00:00,1.27577,1.2738905
2020-09-24 10:00:00,1.27419,1.2741858
2020-09-24 11:00:00,1.27138,1.2744299
2020-09-24 12:00:00,1.27369,1.2745043
2020-09-24 13:00:00,1.27519,1.2745703
2020-09-24 14:00:00,1.2762200000000001,1.2746937
2020-09-24 15:00:00,1.27403,1.274892
2020-09-24 16:00:00,1.27437,1.2750292
2020-09-24 17:02:00,1.27462,1.2751355
2020-09-24 18:06:00,1.27482,1.2752277
2020-09-24 19:06:00,1.27463,1.2753143
2020-09-24 20:06:00,1.27519,1.2753844
2020-09-24 21:06:00,1.27511,1.2754649
2020-09-24 22:06:00,1.27467,1.2755439
