,股票名称,股票代码,总分词数量,正面占比,中立占比,负面占比,平均分
0,银宝山新,2786,65,0.2,0.75,0.05,0.551
1,恩华药业,2262,95,0.19,0.69,0.12,0.523
2,惠伦晶体,300460,90,0.19,0.72,0.09,0.545
3,数码科技,300079,58,0.21,0.71,0.09,0.532
4,天瑞仪器,300165,57,0.21,0.61,0.18,0.515
5,普洛药业,739,71,0.24,0.75,0.01,0.579
6,加加食品,2650,46,0.3,0.63,0.07,0.6
