,股票名称,股票代码,总分词数量,正面占比,中立占比,负面占比,平均分
0,神力股份,603819,94,0.13,0.73,0.14,0.498
1,回天新材,300041,76,0.16,0.82,0.03,0.535
2,雅戈尔,600177,76,0.03,0.8,0.17,0.435
3,士兰微,600460,83,0.23,0.7,0.07,0.557
4,英搏尔,300681,30,0.13,0.7,0.17,0.502
5,天坛生物,600161,90,0.14,0.68,0.18,0.492
6,京投发展,600683,63,0.13,0.75,0.13,0.504
