,股票名称,股票代码,总分词数量,正面占比,中立占比,负面占比,平均分
0,锦浪科技,300763,61,0.21,0.77,0.02,0.539
1,龙建股份,600853,80,0.1,0.86,0.04,0.517
2,杭萧钢构,600477,81,0.19,0.74,0.07,0.542
3,黑猫股份,2068,66,0.21,0.68,0.11,0.528
4,江南高纤,600527,62,0.21,0.73,0.06,0.538
5,陕西煤业,601225,68,0.07,0.74,0.19,0.473
6,正平股份,603843,48,0.12,0.83,0.04,0.513
