,股票名称,股票代码,总分词数量,正面占比,中立占比,负面占比,平均分
0,城建发展,600266,40,0.12,0.68,0.2,0.465
1,新疆交建,2941,65,0.18,0.71,0.11,0.545
2,中航沈飞,600760,37,0.19,0.81,0.0,0.555
3,闻泰科技,600745,37,0.22,0.76,0.03,0.551
4,国统股份,2205,100,0.17,0.75,0.08,0.529
5,*ST盐湖,792,48,0.08,0.83,0.08,0.509
6,新希望,876,26,0.12,0.85,0.04,0.539
