,股票名称,股票代码,总分词数量,正面占比,中立占比,负面占比,平均分
0,上海环境,601200,32,0.12,0.75,0.12,0.493
1,明阳智能,601615,72,0.19,0.67,0.14,0.518
2,中船科技,600072,64,0.14,0.73,0.12,0.499
3,红旗连锁,2697,50,0.1,0.78,0.12,0.499
4,香雪制药,300147,37,0.16,0.81,0.03,0.535
5,华海药业,600521,51,0.18,0.73,0.1,0.509
6,科达利,2850,75,0.13,0.77,0.09,0.509
