,股票名称,股票代码,总分词数量,正面占比,中立占比,负面占比,平均分
0,海油工程,600583,42,0.12,0.74,0.14,0.499
1,深科技,21,65,0.23,0.63,0.14,0.536
2,招商轮船,601872,77,0.14,0.77,0.09,0.524
3,江铃汽车,550,54,0.11,0.8,0.09,0.499
4,辽宁成大,600739,60,0.15,0.78,0.07,0.525
5,上海钢联,300226,83,0.12,0.77,0.11,0.497
6,天奇股份,2009,68,0.12,0.76,0.12,0.505
