,股票名称,股票代码,总分词数量,正面占比,中立占比,负面占比,平均分
0,柳药股份,603368,47,0.17,0.64,0.19,0.511
1,阳煤化工,600691,81,0.23,0.64,0.12,0.534
2,海欣食品,2702,46,0.22,0.7,0.09,0.547
3,皖新传媒,601801,72,0.29,0.65,0.06,0.594
4,天邦股份,2124,74,0.15,0.84,0.01,0.521
5,三全食品,2216,84,0.17,0.76,0.07,0.533
6,诚益通,300430,78,0.17,0.81,0.03,0.532
