,股票名称,股票代码,总分词数量,正面占比,中立占比,负面占比,平均分
0,荣盛发展,2146,75,0.25,0.67,0.08,0.556
1,科华生物,2022,61,0.16,0.74,0.1,0.512
2,华大基因,300676,65,0.15,0.75,0.09,0.534
3,沃施股份,300483,79,0.15,0.8,0.05,0.528
4,大北农,2385,65,0.23,0.69,0.08,0.533
5,捷昌驱动,603583,77,0.12,0.75,0.13,0.486
6,东北制药,597,94,0.15,0.78,0.07,0.532
