,股票名称,股票代码,总分词数量,正面占比,中立占比,负面占比,平均分
0,万泰生物,603392,58,0.29,0.5,0.21,0.533
1,三棵树,603737,103,0.12,0.74,0.15,0.506
2,南方航空,600029,82,0.16,0.76,0.09,0.529
3,金浦钛业,545,42,0.24,0.69,0.07,0.532
4,安徽建工,600502,37,0.08,0.78,0.14,0.504
5,百利科技,603959,79,0.19,0.71,0.1,0.55
6,新通联,603022,62,0.13,0.71,0.16,0.51
