,股票名称,股票代码,总分词数量,正面占比,中立占比,负面占比,平均分
0,网达软件,603189,31,0.13,0.77,0.1,0.515
1,古越龙山,600059,86,0.26,0.72,0.02,0.589
2,振东制药,300158,53,0.19,0.66,0.15,0.507
3,中南传媒,601098,71,0.18,0.68,0.14,0.514
4,瀚川智能,688022,79,0.3,0.67,0.03,0.604
5,首创股份,600008,23,0.17,0.74,0.09,0.509
6,东土科技,300353,73,0.19,0.64,0.16,0.516
