,股票名称,股票代码,总分词数量,正面占比,中立占比,负面占比,平均分
0,盛屯矿业,600711,84,0.17,0.69,0.14,0.503
1,南钢股份,600282,49,0.29,0.65,0.06,0.558
2,华海药业,600521,82,0.13,0.77,0.1,0.512
3,万里扬,2434,87,0.14,0.78,0.08,0.532
4,金新农,2548,54,0.19,0.74,0.07,0.52
5,歌华有线,600037,89,0.24,0.63,0.13,0.537
6,中广核技,881,58,0.28,0.6,0.12,0.559
