,股票名称,股票代码,总分词数量,正面占比,中立占比,负面占比,平均分
0,先导智能,300450,83,0.11,0.78,0.11,0.506
1,德宏股份,603701,46,0.13,0.76,0.11,0.504
2,兴蓉环境,598,83,0.08,0.83,0.08,0.513
3,粤水电,2060,62,0.23,0.71,0.06,0.544
4,赛诺医疗,688108,74,0.19,0.72,0.09,0.546
5,久远银海,2777,75,0.29,0.63,0.08,0.551
6,杰瑞股份,2353,28,0.21,0.64,0.14,0.517
