,股票名称,股票代码,总分词数量,正面占比,中立占比,负面占比,平均分
0,泽璟制药,688266,74,0.15,0.74,0.11,0.509
1,昆药集团,600422,43,0.12,0.58,0.3,0.438
2,粤水电,2060,55,0.09,0.84,0.07,0.495
3,中曼石油,603619,60,0.1,0.75,0.15,0.474
4,*ST九有,600462,81,0.14,0.74,0.12,0.508
5,联得装备,300545,61,0.13,0.72,0.15,0.492
6,恒林股份,603661,68,0.22,0.6,0.18,0.508
