,股票名称,股票代码,总分词数量,正面占比,中立占比,负面占比,平均分
0,友阿股份,2277,94,0.11,0.76,0.14,0.497
1,雅戈尔,600177,54,0.11,0.67,0.22,0.459
2,深天地A,23,86,0.15,0.77,0.08,0.515
3,爱施德,2416,75,0.19,0.68,0.13,0.525
4,海南发展,2163,53,0.25,0.66,0.09,0.536
5,铜陵有色,630,70,0.21,0.66,0.13,0.535
6,宜昌交运,2627,96,0.16,0.75,0.09,0.527
