,股票名称,股票代码,总分词数量,正面占比,中立占比,负面占比,平均分
0,南纺股份,600250,83,0.35,0.6,0.05,0.606
1,司太立,603520,57,0.12,0.75,0.12,0.528
2,航天动力,600343,73,0.12,0.77,0.11,0.509
3,卧龙地产,600173,66,0.03,0.77,0.2,0.445
4,天合光能,688599,39,0.1,0.64,0.26,0.456
5,上海电气,601727,35,0.0,0.83,0.17,0.467
6,广晟有色,600259,57,0.11,0.74,0.16,0.49
