,股票名称,股票代码,总分词数量,正面占比,中立占比,负面占比,平均分
0,TCL科技,100,24,0.29,0.62,0.08,0.567
1,厦门钨业,600549,66,0.17,0.73,0.11,0.513
2,大北农,2385,58,0.24,0.64,0.12,0.524
3,沃华医药,2107,64,0.3,0.67,0.03,0.594
4,通光线缆,300265,42,0.14,0.81,0.05,0.531
5,新宝股份,2705,34,0.21,0.76,0.03,0.568
6,国联股份,603613,31,0.32,0.61,0.06,0.583
