,股票名称,股票代码,总分词数量,正面占比,中立占比,负面占比,平均分
0,安泰科技,969,39,0.18,0.64,0.18,0.521
1,重庆百货,600729,38,0.11,0.76,0.13,0.504
2,华邦健康,2004,24,0.33,0.67,0.0,0.598
3,清源股份,603628,42,0.12,0.74,0.14,0.481
4,华安证券,600909,46,0.17,0.65,0.17,0.527
5,正邦科技,2157,85,0.25,0.66,0.09,0.559
6,精研科技,300709,18,0.28,0.67,0.06,0.565
