,股票名称,股票代码,总分词数量,正面占比,中立占比,负面占比,平均分
0,孚日股份,2083,67,0.12,0.81,0.07,0.506
1,吉华集团,603980,69,0.12,0.78,0.1,0.502
2,渤海汽车,600960,55,0.22,0.64,0.15,0.507
3,凯普生物,300639,68,0.13,0.78,0.09,0.512
4,达安基因,2030,75,0.2,0.75,0.05,0.545
5,宇环数控,2903,42,0.12,0.69,0.19,0.481
6,盛通股份,2599,27,0.22,0.63,0.15,0.516
