,股票名称,股票代码,总分词数量,正面占比,中立占比,负面占比,平均分
0,全筑股份,603030,48,0.15,0.79,0.06,0.528
1,华邦健康,2004,51,0.2,0.69,0.12,0.529
2,凯撒文化,2425,75,0.2,0.67,0.13,0.534
3,通达动力,2576,52,0.29,0.65,0.06,0.579
4,华夏航空,2928,76,0.26,0.67,0.07,0.56
5,四维图新,2405,71,0.17,0.75,0.08,0.539
6,创元科技,551,43,0.19,0.6,0.21,0.477
