,股票名称,股票代码,总分词数量,正面占比,中立占比,负面占比,平均分
0,欧菲光,2456,71,0.23,0.73,0.04,0.541
1,青岛双星,599,37,0.14,0.73,0.14,0.492
2,达安基因,2030,59,0.2,0.71,0.08,0.535
3,傲农生物,603363,37,0.27,0.7,0.03,0.578
4,康辰药业,603590,61,0.26,0.67,0.07,0.58
5,上机数控,603185,23,0.26,0.7,0.04,0.55
6,泰达股份,652,41,0.12,0.68,0.2,0.486
