,股票名称,股票代码,总分词数量,正面占比,中立占比,负面占比,平均分
0,汇嘉时代,603101,57,0.14,0.56,0.3,0.467
1,麦克奥迪,300341,50,0.38,0.6,0.02,0.603
2,赛升药业,300485,83,0.23,0.69,0.08,0.559
3,傲农生物,603363,81,0.17,0.75,0.07,0.544
4,上海建工,600170,72,0.21,0.68,0.11,0.53
5,小商品城,600415,85,0.15,0.71,0.14,0.504
6,金证股份,600446,48,0.21,0.73,0.06,0.538
