,股票名称,股票代码,总分词数量,正面占比,中立占比,负面占比,平均分
0,苏美达,600710,87,0.13,0.76,0.11,0.522
1,通威股份,600438,93,0.13,0.66,0.22,0.466
2,德展健康,813,82,0.17,0.76,0.07,0.528
3,博敏电子,603936,94,0.22,0.73,0.04,0.555
4,中核钛白,2145,87,0.23,0.67,0.1,0.546
5,惠程科技,2168,80,0.23,0.61,0.16,0.533
