,股票名称,股票代码,总分词数量,正面占比,中立占比,负面占比,平均分
0,纳尔股份,2825,25,0.16,0.72,0.12,0.503
1,华兰生物,2007,71,0.3,0.66,0.04,0.576
2,奥飞数据,300738,25,0.24,0.72,0.04,0.571
3,花王股份,603007,39,0.15,0.67,0.18,0.513
4,中科曙光,603019,45,0.36,0.6,0.04,0.588
5,拓尔思,300229,56,0.18,0.73,0.09,0.528
6,复星医药,600196,47,0.21,0.68,0.11,0.527
