,股票名称,股票代码,总分词数量,正面占比,中立占比,负面占比,平均分
0,光威复材,300699,85,0.14,0.79,0.07,0.518
1,以岭药业,2603,67,0.18,0.69,0.13,0.527
2,海格通信,2465,85,0.12,0.76,0.12,0.513
3,东华软件,2065,98,0.2,0.71,0.08,0.559
4,中恒电气,2364,58,0.12,0.81,0.07,0.513
5,得润电子,2055,43,0.23,0.72,0.05,0.536
6,阳普医疗,300030,38,0.21,0.74,0.05,0.548
