,股票名称,股票代码,总分词数量,正面占比,中立占比,负面占比,平均分
0,南宁百货,600712,52,0.21,0.69,0.1,0.542
1,华菱星马,600375,54,0.04,0.85,0.11,0.48
2,深天地A,23,72,0.12,0.79,0.08,0.492
3,博天环境,603603,67,0.19,0.79,0.01,0.556
4,宏昌电子,603002,39,0.21,0.72,0.08,0.555
5,福田汽车,600166,49,0.06,0.61,0.33,0.425
6,大唐发电,601991,31,0.19,0.71,0.1,0.535
