,股票名称,股票代码,总分词数量,正面占比,中立占比,负面占比,平均分
0,火炬电子,603678,44,0.16,0.57,0.27,0.473
1,明阳智能,601615,74,0.14,0.72,0.15,0.489
2,隆基股份,601012,86,0.21,0.59,0.2,0.512
3,江河集团,601886,43,0.12,0.77,0.12,0.504
4,新洋丰,902,57,0.21,0.7,0.09,0.544
5,华邦健康,2004,88,0.26,0.67,0.07,0.579
6,中科创达,300496,55,0.25,0.67,0.07,0.557
