,股票名称,股票代码,总分词数量,正面占比,中立占比,负面占比,平均分
0,传音控股,688036,78,0.22,0.69,0.09,0.54
1,大北农,2385,55,0.29,0.67,0.04,0.57
2,万华化学,600309,62,0.27,0.69,0.03,0.548
3,艾德生物,300685,89,0.25,0.69,0.07,0.567
4,东方明珠,600637,37,0.16,0.73,0.11,0.517
5,上海建工,600170,133,0.12,0.83,0.05,0.513
6,天合光能,688599,65,0.23,0.69,0.08,0.542
