,股票名称,股票代码,总分词数量,正面占比,中立占比,负面占比,平均分
0,厦门港务,905,85,0.07,0.79,0.14,0.488
1,奇安信,688561,97,0.21,0.72,0.07,0.559
2,哈高科,600095,84,0.23,0.69,0.08,0.543
3,宝莱特,300246,70,0.09,0.86,0.06,0.512
4,冀中能源,937,124,0.06,0.84,0.1,0.493
5,上海新阳,300236,53,0.19,0.74,0.08,0.517
6,金新农,2548,64,0.22,0.7,0.08,0.533
