,股票名称,股票代码,总分词数量,正面占比,中立占比,负面占比,平均分
0,理邦仪器,300206,37,0.11,0.59,0.3,0.453
1,亚玛顿,2623,62,0.26,0.66,0.08,0.556
2,安徽建工,600502,52,0.13,0.69,0.17,0.489
3,隧道股份,600820,62,0.15,0.76,0.1,0.526
4,ST南风,737,87,0.14,0.78,0.08,0.506
5,益盛药业,2566,66,0.17,0.77,0.06,0.545
6,豫园股份,600655,61,0.25,0.61,0.15,0.536
