,股票名称,股票代码,总分词数量,正面占比,中立占比,负面占比,平均分
0,王府井,600859,39,0.03,0.87,0.1,0.483
1,环旭电子,601231,56,0.12,0.84,0.04,0.527
2,腾龙股份,603158,35,0.17,0.69,0.14,0.521
3,步步高,2251,83,0.28,0.58,0.14,0.544
4,安恒信息,688023,69,0.19,0.77,0.04,0.544
5,华熙生物,688363,30,0.33,0.63,0.03,0.585
6,金杯汽车,600609,52,0.13,0.79,0.08,0.527
