,股票名称,股票代码,总分词数量,正面占比,中立占比,负面占比,平均分
0,健康元,600380,44,0.14,0.7,0.16,0.501
1,晶方科技,603005,66,0.23,0.68,0.09,0.552
2,万泰生物,603392,40,0.2,0.72,0.07,0.508
3,石基信息,2153,60,0.1,0.73,0.17,0.488
4,东方生物,688298,82,0.2,0.71,0.1,0.524
5,艾迪药业,688488,57,0.18,0.7,0.12,0.531
6,江南化工,2226,103,0.15,0.71,0.15,0.49
