,股票名称,股票代码,总分词数量,正面占比,中立占比,负面占比,平均分
0,三安光电,600703,93,0.24,0.69,0.08,0.554
1,华菱星马,600375,75,0.12,0.73,0.15,0.496
2,广生堂,300436,69,0.19,0.7,0.12,0.534
3,台华新材,603055,56,0.16,0.75,0.09,0.525
4,华孚时尚,2042,43,0.16,0.72,0.12,0.516
5,鸿博股份,2229,85,0.18,0.72,0.11,0.511
6,荣丰控股,668,94,0.21,0.69,0.1,0.532
