,股票名称,股票代码,总分词数量,正面占比,中立占比,负面占比,平均分
0,江淮汽车,600418,54,0.26,0.67,0.07,0.553
1,金雷股份,300443,62,0.24,0.69,0.06,0.549
2,亿纬锂能,300014,32,0.22,0.72,0.06,0.558
3,艾迪精密,603638,26,0.23,0.73,0.04,0.555
4,天海防务,300008,57,0.18,0.77,0.05,0.524
5,汉缆股份,2498,31,0.16,0.81,0.03,0.539
