,股票名称,股票代码,总分词数量,正面占比,中立占比,负面占比,平均分
0,通用股份,601500,51,0.04,0.76,0.2,0.445
1,瑞普生物,300119,85,0.24,0.72,0.05,0.566
2,劲嘉股份,2191,71,0.14,0.7,0.15,0.475
3,中嘉博创,889,93,0.14,0.81,0.05,0.515
4,森霸传感,300701,86,0.13,0.79,0.08,0.524
5,博世科,300422,41,0.27,0.61,0.12,0.533
6,天士力,600535,46,0.17,0.7,0.13,0.538
