,股票名称,股票代码,总分词数量,正面占比,中立占比,负面占比,平均分
0,科华恒盛,2335,63,0.11,0.76,0.13,0.511
1,星星科技,300256,57,0.11,0.81,0.09,0.5
2,美盛文化,2699,75,0.19,0.71,0.11,0.531
3,人福医药,600079,77,0.18,0.69,0.13,0.537
4,新疆交建,2941,51,0.12,0.69,0.2,0.484
5,唐人神,2567,53,0.13,0.74,0.13,0.494
6,乐普医疗,300003,71,0.15,0.73,0.11,0.511
