,股票名称,股票代码,总分词数量,正面占比,中立占比,负面占比,平均分
0,京汉股份,615,92,0.09,0.85,0.07,0.506
1,成都路桥,2628,48,0.06,0.88,0.06,0.508
2,海鸥住工,2084,61,0.34,0.56,0.1,0.586
3,华脉科技,603042,65,0.17,0.72,0.11,0.522
4,佐力药业,300181,82,0.18,0.72,0.1,0.528
5,拓普集团,601689,77,0.13,0.73,0.14,0.505
6,迈克生物,300463,68,0.19,0.75,0.06,0.533
