,股票名称,股票代码,总分词数量,正面占比,中立占比,负面占比,平均分
0,顺钠股份,533,41,0.15,0.83,0.02,0.523
1,中国化学,601117,67,0.1,0.78,0.12,0.502
2,*ST商城,600306,59,0.14,0.8,0.07,0.498
3,昊华科技,600378,95,0.22,0.67,0.11,0.528
4,招商蛇口,1979,41,0.15,0.8,0.05,0.519
5,新产业,300832,37,0.16,0.78,0.05,0.511
6,长安汽车,625,35,0.2,0.77,0.03,0.548
