,股票名称,股票代码,总分词数量,正面占比,中立占比,负面占比,平均分
0,神火股份,933,44,0.09,0.75,0.16,0.452
1,光峰科技,688007,65,0.32,0.51,0.17,0.554
2,顺络电子,2138,57,0.21,0.72,0.07,0.547
3,和佳医疗,300273,59,0.1,0.8,0.1,0.489
4,安利股份,300218,89,0.13,0.78,0.09,0.517
5,鹏辉能源,300438,24,0.12,0.62,0.25,0.468
6,哈工智能,584,74,0.09,0.82,0.08,0.505
