,股票名称,股票代码,总分词数量,正面占比,中立占比,负面占比,平均分
0,长春高新,661,29,0.14,0.76,0.1,0.524
1,温氏股份,300498,53,0.17,0.72,0.11,0.507
2,宝信软件,600845,59,0.25,0.69,0.05,0.567
3,深康佳A,16,77,0.21,0.71,0.08,0.545
4,傲农生物,603363,37,0.19,0.65,0.16,0.516
5,天味食品,603317,57,0.19,0.68,0.12,0.533
6,金洲管道,2443,65,0.22,0.68,0.11,0.539
