,股票名称,股票代码,总分词数量,正面占比,中立占比,负面占比,平均分
0,沃森生物,300142,68,0.34,0.47,0.19,0.539
1,凯利泰,300326,46,0.22,0.61,0.17,0.509
2,中航光电,2179,56,0.12,0.68,0.2,0.458
3,福日电子,600203,85,0.36,0.59,0.05,0.62
4,阳煤化工,600691,33,0.27,0.58,0.15,0.557
5,黔源电力,2039,82,0.17,0.65,0.18,0.498
6,乐普医疗,300003,72,0.19,0.78,0.03,0.545
