,股票名称,股票代码,总分词数量,正面占比,中立占比,负面占比,平均分
0,爱建集团,600643,48,0.12,0.56,0.31,0.446
1,交控科技,688015,50,0.12,0.7,0.18,0.48
2,浙富控股,2266,67,0.04,0.85,0.1,0.477
3,一品红,300723,82,0.28,0.7,0.02,0.601
4,达安基因,2030,36,0.14,0.75,0.11,0.501
5,益佰制药,600594,74,0.2,0.66,0.14,0.544
6,金河生物,2688,48,0.17,0.77,0.06,0.53
