,股票名称,股票代码,总分词数量,正面占比,中立占比,负面占比,平均分
0,金力泰,300225,61,0.05,0.69,0.26,0.451
1,天晟新材,300169,90,0.22,0.72,0.06,0.573
2,重庆啤酒,600132,91,0.2,0.74,0.07,0.54
3,韦尔股份,603501,36,0.22,0.61,0.17,0.505
4,吉电股份,875,71,0.27,0.58,0.15,0.54
5,TCL科技,100,65,0.17,0.74,0.09,0.527
6,硕世生物,688399,64,0.17,0.75,0.08,0.527
