,股票名称,股票代码,总分词数量,正面占比,中立占比,负面占比,平均分
0,一品红,300723,29,0.24,0.76,0.0,0.561
1,晋亿实业,601002,94,0.22,0.71,0.06,0.557
2,红日药业,300026,70,0.24,0.64,0.11,0.536
3,ST天业,600807,84,0.1,0.83,0.07,0.5
4,高鸿股份,851,64,0.23,0.64,0.12,0.537
5,中简科技,300777,45,0.16,0.62,0.22,0.474
6,中京电子,2579,63,0.21,0.67,0.13,0.521
