,股票名称,股票代码,总分词数量,正面占比,中立占比,负面占比,平均分
0,汇中股份,300371,52,0.17,0.65,0.17,0.49
1,中信博,688408,53,0.15,0.75,0.09,0.52
2,以岭药业,2603,76,0.32,0.62,0.07,0.587
3,威孚高科,581,71,0.23,0.76,0.01,0.552
4,中核钛白,2145,82,0.18,0.73,0.09,0.526
5,泉峰汽车,603982,50,0.24,0.66,0.1,0.546
6,孚能科技,688567,51,0.14,0.75,0.12,0.499
