,股票名称,股票代码,总分词数量,正面占比,中立占比,负面占比,平均分
0,昂立教育,600661,50,0.14,0.64,0.22,0.464
1,中装建设,2822,25,0.16,0.8,0.04,0.51
2,水晶光电,2273,66,0.12,0.83,0.05,0.522
3,健友股份,603707,48,0.19,0.69,0.12,0.511
4,科林电气,603050,45,0.07,0.87,0.07,0.496
5,华翔股份,603112,55,0.07,0.8,0.13,0.483
6,利欧股份,2131,74,0.2,0.68,0.12,0.528
