,股票名称,股票代码,总分词数量,正面占比,中立占比,负面占比,平均分
0,东软载波,300183,89,0.17,0.73,0.1,0.523
1,锐明技术,2970,70,0.2,0.63,0.17,0.53
2,中欣氟材,2915,63,0.24,0.71,0.05,0.558
3,南新制药,688189,99,0.23,0.66,0.11,0.541
4,富森美,2818,98,0.21,0.67,0.11,0.552
5,华宇软件,300271,72,0.31,0.64,0.06,0.589
6,恺英网络,2517,86,0.19,0.58,0.23,0.487
