,股票名称,股票代码,总分词数量,正面占比,中立占比,负面占比,平均分
0,江苏神通,2438,67,0.09,0.79,0.12,0.494
1,凯撒旅业,796,94,0.16,0.65,0.19,0.497
2,中鼎股份,887,62,0.11,0.69,0.19,0.493
3,华瑞股份,300626,89,0.13,0.75,0.11,0.503
4,石基信息,2153,76,0.2,0.68,0.12,0.52
5,乐心医疗,300562,89,0.21,0.72,0.07,0.549
6,会畅通讯,300578,53,0.26,0.66,0.08,0.56
