,股票名称,股票代码,总分词数量,正面占比,中立占比,负面占比,平均分
0,中油工程,600339,90,0.12,0.74,0.13,0.506
1,东方财富,300059,61,0.18,0.7,0.11,0.518
2,迈瑞医疗,300760,76,0.16,0.79,0.05,0.552
3,东方电缆,603606,45,0.18,0.69,0.13,0.521
4,宝莱特,300246,29,0.07,0.69,0.24,0.445
5,华西能源,2630,60,0.1,0.67,0.23,0.456
6,诚志股份,990,31,0.16,0.65,0.19,0.47
