,股票名称,股票代码,总分词数量,正面占比,中立占比,负面占比,平均分
0,海尔智家,600690,93,0.2,0.71,0.09,0.549
1,东方精工,2611,80,0.09,0.72,0.19,0.469
2,华统股份,2840,83,0.18,0.71,0.11,0.515
3,北京科锐,2350,97,0.06,0.87,0.07,0.491
4,巨星科技,2444,91,0.29,0.59,0.12,0.566
5,龙大肉食,2726,61,0.1,0.74,0.16,0.486
6,紫光股份,938,88,0.18,0.74,0.08,0.544
