,股票名称,股票代码,总分词数量,正面占比,中立占比,负面占比,平均分
0,蒙娜丽莎,2918,47,0.21,0.72,0.06,0.547
1,特锐德,300001,49,0.1,0.86,0.04,0.523
2,华润三九,999,55,0.31,0.62,0.07,0.584
3,宝钛股份,600456,63,0.29,0.68,0.03,0.589
4,卓翼科技,2369,67,0.22,0.73,0.04,0.557
5,新乳业,2946,79,0.24,0.66,0.1,0.55
6,岭南股份,2717,27,0.19,0.74,0.07,0.533
