,股票名称,股票代码,总分词数量,正面占比,中立占比,负面占比,平均分
0,合兴包装,2228,100,0.18,0.56,0.26,0.486
1,福建水泥,600802,74,0.18,0.69,0.14,0.511
2,青岛双星,599,64,0.25,0.56,0.19,0.544
3,四维图新,2405,84,0.15,0.71,0.13,0.503
4,飞天诚信,300386,49,0.2,0.69,0.1,0.524
5,明阳智能,601615,69,0.1,0.87,0.03,0.531
6,民和股份,2234,46,0.22,0.74,0.04,0.545
