,股票名称,股票代码,总分词数量,正面占比,中立占比,负面占比,平均分
0,高德红外,2414,52,0.21,0.75,0.04,0.559
1,龙大肉食,2726,43,0.21,0.77,0.02,0.543
2,海特生物,300683,63,0.22,0.75,0.03,0.556
3,汇通能源,600605,54,0.07,0.8,0.13,0.468
4,长安汽车,625,73,0.22,0.68,0.1,0.529
5,上海贝岭,600171,31,0.13,0.77,0.1,0.509
6,高新兴,300098,38,0.34,0.55,0.11,0.583
