,股票名称,股票代码,总分词数量,正面占比,中立占比,负面占比,平均分
0,中超控股,2471,72,0.28,0.65,0.07,0.575
1,东华软件,2065,65,0.09,0.75,0.15,0.479
2,洁美科技,2859,80,0.23,0.72,0.05,0.547
3,榕基软件,2474,68,0.21,0.68,0.12,0.544
4,达实智能,2421,28,0.11,0.82,0.07,0.513
5,三房巷,600370,61,0.15,0.74,0.11,0.512
6,阳煤化工,600691,61,0.07,0.84,0.1,0.493
