,股票名称,股票代码,总分词数量,正面占比,中立占比,负面占比,平均分
0,亚玛顿,2623,63,0.1,0.76,0.14,0.478
1,润建股份,2929,44,0.14,0.77,0.09,0.51
2,世纪华通,2602,75,0.28,0.65,0.07,0.566
3,复星医药,600196,60,0.23,0.67,0.1,0.541
4,上海天洋,603330,86,0.09,0.84,0.07,0.5
5,华铭智能,300462,53,0.15,0.77,0.08,0.522
6,长鸿高科,605008,83,0.19,0.7,0.11,0.526
