,股票名称,股票代码,总分词数量,正面占比,中立占比,负面占比,平均分
0,银都股份,603277,92,0.13,0.74,0.13,0.5
1,上海电力,600021,52,0.12,0.69,0.19,0.478
2,普洛药业,739,49,0.24,0.69,0.06,0.547
3,吉电股份,875,77,0.16,0.65,0.19,0.494
4,东方中科,2819,59,0.08,0.75,0.17,0.495
5,中创物流,603967,44,0.05,0.84,0.11,0.493
6,通合科技,300491,63,0.21,0.68,0.11,0.536
