,股票名称,股票代码,总分词数量,正面占比,中立占比,负面占比,平均分
0,光莆股份,300632,83,0.19,0.78,0.02,0.566
1,天海防务,300008,89,0.24,0.64,0.12,0.522
2,恒久科技,2808,99,0.1,0.73,0.17,0.502
3,雅戈尔,600177,57,0.04,0.81,0.16,0.45
4,通化东宝,600867,48,0.19,0.77,0.04,0.539
5,汉缆股份,2498,68,0.21,0.68,0.12,0.541
6,九强生物,300406,67,0.16,0.73,0.1,0.527
