,股票名称,股票代码,总分词数量,正面占比,中立占比,负面占比,平均分
0,天华超净,300390,52,0.15,0.75,0.1,0.522
1,康盛股份,2418,91,0.12,0.76,0.12,0.504
2,四川路桥,600039,61,0.07,0.77,0.16,0.467
3,正邦科技,2157,68,0.18,0.78,0.04,0.519
4,景峰医药,908,66,0.09,0.76,0.15,0.493
5,博雅生物,300294,87,0.21,0.7,0.09,0.523
6,中成股份,151,94,0.27,0.61,0.13,0.55
