,股票名称,股票代码,总分词数量,正面占比,中立占比,负面占比,平均分
0,泰嘉股份,2843,49,0.16,0.59,0.24,0.47
1,圣湘生物,688289,69,0.14,0.8,0.06,0.526
2,惠云钛业,300891,47,0.26,0.68,0.06,0.548
3,彩虹股份,600707,53,0.15,0.68,0.17,0.493
4,江淮汽车,600418,51,0.1,0.76,0.14,0.48
5,中远海能,600026,75,0.19,0.75,0.07,0.536
6,方大炭素,600516,71,0.15,0.68,0.17,0.483
