,股票名称,股票代码,总分词数量,正面占比,中立占比,负面占比,平均分
0,大北农,2385,63,0.14,0.7,0.16,0.492
1,宝莱特,300246,42,0.19,0.6,0.21,0.52
2,华阳国际,2949,31,0.19,0.71,0.1,0.529
3,盈峰环境,967,62,0.11,0.68,0.21,0.469
4,华邦健康,2004,56,0.16,0.73,0.11,0.516
5,天康生物,2100,92,0.21,0.7,0.1,0.53
6,天宜上佳,688033,83,0.11,0.78,0.11,0.51
