,股票名称,股票代码,总分词数量,正面占比,中立占比,负面占比,平均分
0,雅戈尔,600177,79,0.05,0.8,0.15,0.465
1,华东医药,963,74,0.3,0.65,0.05,0.578
2,成都燃气,603053,74,0.16,0.72,0.12,0.52
3,宝胜股份,600973,37,0.14,0.81,0.05,0.51
4,泛海控股,46,82,0.15,0.79,0.06,0.525
5,GQY视讯,300076,63,0.22,0.71,0.06,0.543
6,海特高新,2023,54,0.11,0.74,0.15,0.505
